student_id,mentor_id,parent_id,Week_1_Attendance,Week_2_Attendance,Week_3_Attendance,Week_4_Attendance,Week_5_Attendance,Week_6_Attendance,Week_7_Attendance,Week_8_Attendance,Week_9_Attendance,Week_10_Attendance,Week_11_Attendance,Week_12_Attendance,Attendance_Decline_Score,Is_Declining_Attendance,Average_Attendance,Lowest_Week_Attendance,Highest_Week_Attendance
200041,400016,500041,75,83,80,78,77,71,75,84,82,71,83,76,2.67,No,77.92,71,84
200042,400017,500042,76,83,82,84,84,73,82,83,83,83,72,70,5.33,No,79.58,70,84
200043,400018,500043,81,83,78,79,76,72,75,75,75,78,79,72,4.33,No,76.92,72,83
200044,400019,500044,75,83,82,76,82,84,80,70,72,84,83,71,0.67,No,78.5,70,84
200045,400020,500045,81,86,85,89,80,85,86,77,82,83,84,88,-1,No,83.83,77,89
200046,400021,500046,79,69,75,73,77,69,58,74,53,57,85,74,2.33,No,70.25,53,85
200047,400022,500047,89,78,86,80,76,85,86,84,85,79,79,89,2,No,83,76,89
200048,400023,500048,93,89,83,90,82,81,87,91,81,86,91,91,-1,No,87.08,81,93
200049,400024,500049,75,77,78,77,81,84,73,74,76,70,78,84,-0.67,No,77.25,70,84
200050,400025,500050,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
200051,400001,500051,76,82,85,82,86,76,85,89,83,80,78,85,0,No,82.25,76,89
200052,400002,500052,72,77,83,85,85,83,79,75,71,73,70,78,3.67,No,77.58,70,85
200053,400003,500053,70,68,65,78,81,77,77,56,82,62,53,83,1.67,No,71,53,83
200054,400004,500054,94,79,79,81,93,85,80,87,84,80,88,80,1.33,No,84.17,79,94
200055,400005,500055,77,76,82,84,82,74,72,70,84,71,83,72,3,No,77.25,70,84
200056,400006,500056,80,84,78,81,77,72,78,82,70,81,70,72,6.33,No,77.08,70,84
200057,400007,500057,86,87,82,91,88,85,86,80,92,81,81,85,2.67,No,85.33,80,92
200058,400008,500058,74,78,89,86,83,83,73,83,77,78,82,76,1.67,No,80.17,73,89
200059,400009,500059,79,74,70,82,83,85,71,73,80,72,78,80,-2.33,No,77.25,70,85
200060,400010,500060,89,85,81,77,73,69,65,61,57,53,49,45,36,Yes,67,45,89
200061,400011,500061,89,85,88,97,98,92,91,100,89,89,89,89,-1.67,No,91.33,85,100
200062,400012,500062,76,76,85,82,79,80,80,76,86,87,79,75,-1.33,No,80.08,75,87
200063,400013,500063,71,72,73,76,78,79,76,77,73,76,77,75,-4,No,75.25,71,79
200064,400014,500064,83,94,90,81,84,83,85,86,88,91,87,88,0.33,No,86.67,81,94
200065,400015,500065,77,80,76,87,83,80,80,85,84,71,76,79,2.33,No,79.83,71,87
200066,400016,500066,100,98,98,91,93,90,86,96,92,98,99,100,-0.33,No,95.08,86,100
200067,400017,500067,65,67,85,73,61,80,64,72,75,55,71,61,10,No,69.08,55,85
200068,400018,500068,91,90,89,81,87,94,91,84,90,86,95,80,3,No,88.17,80,95
200069,400019,500069,99,99,95,89,94,100,97,93,93,98,97,91,2.33,No,95.42,89,100
200070,400020,500070,80,76,72,68,64,60,56,52,48,44,40,36,36,Yes,58,36,80
200071,400021,500071,89,93,94,91,88,91,87,94,85,91,88,85,4,No,89.67,85,94
200072,400022,500072,82,88,91,80,85,79,86,91,78,81,90,89,0.33,No,85,78,91
200073,400023,500073,80,83,81,79,82,86,83,89,86,80,73,86,1.67,No,82.33,73,89
200074,400024,500074,75,84,59,68,80,65,84,54,76,56,72,64,8.67,No,69.75,54,84
200075,400025,500075,85,86,95,99,89,97,85,83,90,83,98,89,-1.33,No,89.92,83,99
200076,400001,500076,86,94,83,97,87,82,85,90,95,97,82,86,-0.67,No,88.67,82,97
200077,400002,500077,87,85,82,83,82,88,91,85,88,93,91,84,-4.67,No,86.58,82,93
200078,400003,500078,85,81,82,89,86,88,89,83,83,80,91,81,-1.33,No,84.83,80,91
200079,400004,500079,94,85,91,97,93,100,87,88,90,98,97,94,-6.33,No,92.83,85,100
200080,400005,500080,89,85,81,77,73,69,65,61,57,53,49,45,36,Yes,67,45,89
200081,400006,500081,55,76,78,51,76,85,64,63,71,64,57,52,12,No,66,51,85
200082,400007,500082,82,73,75,81,70,73,82,77,78,71,72,76,3.67,No,75.83,70,82
200083,400008,500083,81,82,82,80,89,87,89,80,82,77,83,75,3.33,No,82.25,75,89
200084,400009,500084,93,87,86,87,98,100,91,86,87,93,87,88,-0.67,No,90.25,86,100
200085,400010,500085,79,88,81,79,80,88,84,80,83,95,92,92,-10.33,No,85.08,79,95
200086,400011,500086,82,71,72,71,77,79,74,73,76,78,86,80,-6.33,No,76.58,71,86
200087,400012,500087,84,80,77,82,86,82,78,89,77,91,79,91,-6.67,No,83,77,91
200088,400013,500088,56,63,84,74,53,55,70,80,56,55,81,57,3.33,No,65.33,53,84
200089,400014,500089,77,76,82,73,77,82,87,73,78,89,75,82,-3.67,No,79.25,73,89
200090,400015,500090,73,69,65,61,57,53,49,45,41,37,33,30,35.67,Yes,51.08,30,73
200091,400016,500091,74,84,79,80,74,85,72,76,83,85,86,81,-5,No,79.92,72,86
200092,400017,500092,94,91,95,88,84,89,84,83,97,91,85,94,3.33,No,89.58,83,97
200093,400018,500093,79,75,77,74,73,81,79,71,72,77,72,80,0.67,No,75.83,71,81
200094,400019,500094,83,74,86,86,78,85,75,86,81,84,83,78,-0.67,No,81.58,74,86
200095,400020,500095,61,81,69,54,50,58,73,68,81,54,79,84,-2,No,67.67,50,84
200096,400021,500096,94,100,100,97,99,98,95,100,93,87,86,97,8,No,95.5,86,100
200097,400022,500097,80,83,84,81,82,76,81,81,86,79,74,75,6.33,No,80.17,74,86
200098,400023,500098,83,95,85,93,93,85,92,93,92,81,89,93,0,No,89.5,81,95
200099,400024,500099,82,70,70,70,76,75,70,74,70,79,83,80,-6.67,No,74.92,70,83
200100,400025,500100,76,72,68,64,60,56,52,48,44,40,36,32,36,Yes,54,32,76
200101,400001,500101,76,91,89,78,75,75,88,88,76,83,78,90,1.67,No,82.25,75,91
200102,400002,500102,84,59,50,80,76,60,62,82,57,57,72,60,1.33,No,66.58,50,84
200103,400003,500103,78,75,75,76,76,75,80,71,79,86,81,75,-4.67,No,77.25,71,86
200104,400004,500104,89,94,92,84,83,91,85,84,91,97,86,90,0.67,No,88.83,83,97
200105,400005,500105,81,81,85,89,78,88,84,88,92,82,83,94,-4,No,85.42,78,94
200106,400006,500106,89,85,98,94,88,96,100,86,99,100,92,85,-1.67,No,92.67,85,100
200107,400007,500107,71,73,71,80,74,80,81,78,80,73,81,75,-4.67,No,76.42,71,81
200108,400008,500108,86,91,92,98,96,97,92,87,84,88,85,99,-1,No,91.25,84,99
200109,400009,500109,64,51,74,64,72,81,85,51,64,79,85,57,-10.67,No,68.92,51,85
200110,400010,500110,75,71,67,63,59,55,51,47,43,39,35,31,36,Yes,53,31,75
200111,400011,500111,77,84,78,77,82,70,80,80,80,81,85,81,-2.67,No,79.58,70,85
200112,400012,500112,94,85,93,90,85,98,98,86,94,96,89,100,-4.33,No,92.33,85,100
200113,400013,500113,99,86,98,88,87,98,96,99,100,93,93,100,-1,No,94.75,86,100
200114,400014,500114,86,89,76,77,87,85,79,89,88,77,82,88,1.33,No,83.58,76,89
200115,400015,500115,86,93,85,88,95,91,84,100,92,90,99,96,-7,No,91.58,84,100
200116,400016,500116,60,75,68,67,69,79,81,61,70,50,84,68,0.33,No,69.33,50,84
200117,400017,500117,79,76,80,77,78,81,88,72,73,80,74,86,-1.67,No,78.67,72,88
200118,400018,500118,80,74,81,81,78,83,74,81,81,81,85,80,-3.67,No,79.92,74,85
200119,400019,500119,85,97,90,100,97,85,90,93,90,96,99,86,-3,No,92.33,85,100
200120,400020,500120,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
200121,400021,500121,80,77,83,82,84,78,80,75,83,77,89,85,-3.67,No,81.08,75,89
200122,400022,500122,75,82,74,78,87,86,79,76,88,79,77,89,-4.67,No,80.83,74,89
200123,400023,500123,60,58,58,51,69,55,76,79,84,61,57,72,-4.67,No,65,51,84
200124,400024,500124,79,86,86,80,89,74,86,81,78,85,75,80,3.67,No,81.58,74,89
200125,400025,500125,77,75,86,71,79,81,70,75,74,71,83,73,3.67,No,76.25,70,86
200126,400001,500126,86,88,92,92,91,96,92,100,100,87,86,85,2.67,No,91.25,85,100
200127,400002,500127,70,73,78,81,71,80,72,73,78,80,76,83,-6,No,76.25,70,83
200128,400003,500128,85,80,80,78,70,83,73,76,70,78,80,75,4,No,77.33,70,85
200129,400004,500129,78,73,83,85,85,73,80,81,83,80,85,80,-3.67,No,80.5,73,85
200130,400005,500130,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
200131,400006,500131,81,84,90,92,87,84,83,95,96,94,94,94,-9,No,89.5,81,96
200132,400007,500132,78,88,82,92,90,79,81,77,82,79,87,92,-3.33,No,83.92,77,92
200133,400008,500133,85,97,86,85,88,88,91,86,87,96,99,98,-8.33,No,90.5,85,99
200134,400009,500134,79,82,80,73,77,74,71,71,73,82,70,78,3.67,No,75.83,70,82
200135,400010,500135,89,87,89,97,100,94,100,96,98,92,100,87,-4.67,No,94.08,87,100
200136,400011,500136,78,73,78,75,70,70,70,76,83,79,76,73,0.33,No,75.08,70,83
200137,400012,500137,54,63,59,66,77,72,82,74,74,63,58,80,-8.33,No,68.5,54,82
200138,400013,500138,92,87,99,90,99,97,94,86,94,90,100,88,0,No,93,86,100
200139,400014,500139,71,71,76,70,80,79,73,81,80,77,73,81,-4.33,No,76,70,81
200140,400015,500140,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
200141,400016,500141,85,76,78,89,79,82,84,85,81,81,89,85,-5.33,No,82.83,76,89
200142,400017,500142,89,91,94,92,87,95,93,95,88,92,84,84,4.67,No,90.33,84,95
200143,400018,500143,84,86,78,75,84,88,79,85,75,88,79,88,-2.33,No,82.42,75,88
200144,400019,500144,74,84,71,57,59,53,76,58,78,76,81,61,3.67,No,69,53,84
200145,400020,500145,93,96,86,100,92,94,94,90,88,90,89,95,0.33,No,92.25,86,100
200146,400021,500146,91,80,85,84,86,89,95,94,80,89,91,95,-6.33,No,88.25,80,95
200147,400022,500147,99,89,96,88,100,94,86,99,85,91,92,100,0.33,No,93.25,85,100
200148,400023,500148,73,80,85,75,78,77,85,75,72,79,81,73,1.67,No,77.75,72,85
200149,400024,500149,94,91,93,79,91,85,92,86,83,95,92,85,2,No,88.83,79,95
200150,400025,500150,71,67,63,59,55,51,47,43,39,35,31,30,35,Yes,49.25,30,71
200151,400001,500151,54,58,59,51,53,83,68,82,67,58,74,66,-9,No,64.42,51,83
200152,400002,500152,90,90,90,97,98,96,84,100,89,96,99,86,-3.67,No,92.92,84,100
200153,400003,500153,85,73,83,81,82,86,77,73,84,86,81,74,0,No,80.42,73,86
200154,400004,500154,76,74,78,81,72,76,81,71,70,72,73,80,1,No,75.33,70,81
200155,400005,500155,88,79,91,87,92,77,77,82,92,92,77,85,1.33,No,84.92,77,92
200156,400006,500156,77,76,84,76,83,82,77,86,87,87,91,85,-8.67,No,82.58,76,91
200157,400007,500157,75,79,75,85,72,77,85,75,84,78,83,79,-3.67,No,78.92,72,85
200158,400008,500158,82,53,62,52,50,56,75,83,70,74,68,78,-7.67,No,66.92,50,83
200159,400009,500159,85,84,78,71,72,71,74,84,73,82,86,76,1,No,78,71,86
200160,400010,500160,86,82,78,74,70,66,62,58,54,50,46,42,36,Yes,64,42,86
200161,400011,500161,83,72,73,81,86,82,83,86,83,73,72,85,-0.67,No,79.92,72,86
200162,400012,500162,93,90,95,85,85,84,92,81,94,80,89,79,10,No,87.25,79,95
200163,400013,500163,83,88,83,85,88,79,88,90,87,91,81,88,-2,No,85.92,79,91
200164,400014,500164,85,81,81,90,79,83,79,86,86,78,77,88,1.33,No,82.75,77,90
200165,400015,500165,71,85,52,54,71,84,67,77,77,85,81,63,-7,No,72.25,52,85
200166,400016,500166,73,70,71,83,77,73,72,81,72,82,79,80,-9,No,76.08,70,83
200167,400017,500167,92,93,95,87,96,86,90,95,89,100,96,94,-3.33,No,92.75,86,100
200168,400018,500168,83,87,80,94,86,80,95,84,80,94,87,85,-5.33,No,86.25,80,95
200169,400019,500169,97,97,96,85,85,98,91,86,92,86,97,98,3,No,92.33,85,98
200170,400020,500170,83,79,75,71,67,63,59,55,51,47,43,39,36,Yes,61,39,83
200171,400021,500171,73,74,73,87,75,77,75,74,77,81,77,79,-5.67,No,76.83,73,87
200172,400022,500172,68,81,63,53,72,80,78,80,56,77,57,80,-0.67,No,70.42,53,81
200173,400023,500173,82,81,83,81,82,82,84,83,79,71,82,86,2.33,No,81.33,71,86
200174,400024,500174,80,83,82,74,74,85,78,79,83,78,86,85,-1.33,No,80.58,74,86
200175,400025,500175,87,79,78,77,75,75,81,80,73,87,73,84,0,No,79.08,73,87
200176,400001,500176,91,83,89,77,79,86,91,79,78,86,77,79,7,No,82.92,77,91
200177,400002,500177,70,80,72,81,70,70,84,70,72,80,79,74,-3.67,No,75.17,70,84
200178,400003,500178,89,85,89,81,82,85,84,91,91,81,86,90,2,No,86.17,81,91
200179,400004,500179,61,56,68,75,80,55,66,74,65,82,76,74,-15.67,No,69.33,55,82
200180,400005,500180,80,76,72,68,64,60,56,52,48,44,40,36,36,Yes,58,36,80
200181,400006,500181,78,74,80,76,89,78,87,87,85,78,90,78,-4.67,No,81.67,74,90
200182,400007,500182,88,86,84,81,91,80,85,76,77,77,80,76,8.33,No,81.75,76,91
200183,400008,500183,96,85,86,93,96,84,94,86,84,94,92,90,-3,No,90,84,96
200184,400009,500184,86,74,83,77,72,77,78,81,84,77,83,77,2,No,79.08,72,86
200185,400010,500185,70,70,70,70,70,83,74,70,81,83,70,70,-4.33,No,73.42,70,83
200186,400011,500186,84,52,61,83,64,71,67,54,71,84,61,53,-0.33,No,67.08,52,84
200187,400012,500187,93,87,94,93,100,99,99,88,93,99,98,91,-4.67,No,94.5,87,100
200188,400013,500188,84,100,86,88,88,97,100,86,95,93,98,92,-4.33,No,92.25,84,100
200189,400014,500189,81,92,88,83,83,82,92,87,88,81,94,96,-3.33,No,87.25,81,96
200190,400015,500190,77,73,69,65,61,57,53,49,45,41,37,33,36,Yes,55,33,77
200191,400016,500191,100,100,95,90,89,89,95,90,99,93,100,99,1,No,94.92,89,100
200192,400017,500192,78,81,90,93,91,93,81,94,93,93,90,82,-5.33,No,88.25,78,94
200193,400018,500193,84,63,76,65,77,84,83,72,51,55,75,60,11,No,70.42,51,84
200194,400019,500194,93,86,86,86,94,94,94,95,97,97,81,87,0,No,90.83,81,97
200195,400020,500195,93,83,93,91,86,86,81,95,90,88,91,84,2,No,88.42,81,95
200196,400021,500196,81,81,86,86,85,75,84,81,86,83,80,71,4.67,No,81.58,71,86
200197,400022,500197,90,95,84,94,84,86,93,87,98,87,96,94,-2.67,No,90.67,84,98
200198,400023,500198,88,84,86,93,94,93,84,96,84,85,91,98,-5.33,No,89.67,84,98
200199,400024,500199,81,81,91,81,80,85,88,88,85,96,94,95,-10.67,No,87.08,80,96
200200,400025,500200,82,78,74,70,66,62,58,54,50,46,42,38,36,Yes,60,38,82
200201,400001,500201,100,88,94,87,91,93,87,90,90,91,97,87,2.33,No,91.25,87,100
200202,400002,500202,85,81,70,84,77,74,70,81,80,73,74,74,5,No,76.92,70,85
200203,400003,500203,80,87,80,77,74,86,79,75,74,89,80,74,1.33,No,79.58,74,89
200204,400004,500204,79,76,83,84,75,79,85,82,78,86,80,71,0.33,No,79.83,71,86
200205,400005,500205,92,79,85,86,89,88,90,92,85,78,89,92,-1,No,87.08,78,92
200206,400006,500206,84,82,81,84,80,81,83,75,81,85,86,86,-3.33,No,82.33,75,86
200207,400007,500207,82,62,67,82,62,68,85,64,72,85,77,60,-3.67,No,72.17,60,85
200208,400008,500208,95,86,93,92,89,96,90,87,84,80,94,95,1.67,No,90.08,80,96
200209,400009,500209,94,93,78,94,87,85,83,91,84,86,87,85,2.33,No,87.25,78,94
200210,400010,500210,84,80,76,72,68,64,60,56,52,48,44,40,36,Yes,62,40,84
200211,400011,500211,96,87,97,86,95,96,87,97,87,91,94,98,-1,No,92.58,86,98
200212,400012,500212,86,81,82,95,87,89,86,87,82,95,95,88,-9.67,No,87.75,81,95
200213,400013,500213,86,92,90,93,82,89,82,84,95,86,92,93,-1,No,88.67,82,95
200214,400014,500214,72,52,58,50,69,71,51,61,85,56,69,63,-2,No,63.08,50,85
200215,400015,500215,84,79,81,91,85,84,84,92,87,83,79,80,0.67,No,84.08,79,92
200216,400016,500216,74,77,81,70,78,75,82,81,75,84,78,74,-1.33,No,77.42,70,84
200217,400017,500217,97,96,89,95,87,85,100,95,99,91,100,90,0.33,No,93.67,85,100
200218,400018,500218,95,95,93,94,86,92,97,85,86,91,94,87,3.67,No,91.25,85,97
200219,400019,500219,84,78,80,80,79,76,83,70,82,73,84,74,3.67,No,78.58,70,84
200220,400020,500220,88,84,80,76,72,68,64,60,56,52,48,44,36,Yes,66,44,88
200221,400021,500221,76,79,62,65,78,66,74,56,58,55,70,80,4,No,68.25,55,80
200222,400022,500222,91,83,91,86,81,83,91,78,94,86,94,81,1.33,No,86.58,78,94
200223,400023,500223,97,95,88,83,84,96,90,85,96,90,83,90,5.67,No,89.75,83,97
200224,400024,500224,96,88,99,100,87,95,96,87,96,90,90,99,1.33,No,93.58,87,100
200225,400025,500225,88,84,86,87,89,88,97,97,82,90,97,92,-7,No,89.75,82,97
200226,400001,500226,78,73,70,73,80,76,81,78,80,70,73,74,1.33,No,75.5,70,81
200227,400002,500227,77,81,82,78,89,85,85,88,86,88,79,76,-1,No,82.83,76,89
200228,400003,500228,71,68,51,68,66,62,55,83,62,69,65,77,-7,No,66.42,51,83
200229,400004,500229,97,93,88,87,91,100,100,89,89,96,86,99,-1,No,92.92,86,100
200230,400005,500230,75,71,67,63,59,55,51,47,43,39,35,31,36,Yes,53,31,75
200231,400006,500231,88,99,89,97,95,87,99,91,90,100,88,98,-3.33,No,93.42,87,100
200232,400007,500232,73,72,87,86,78,75,76,74,78,83,73,81,-1.67,No,78,72,87
200233,400008,500233,87,95,94,96,84,81,92,85,97,95,96,81,1.33,No,90.25,81,97
200234,400009,500234,90,92,83,92,87,82,89,89,91,82,81,86,5.33,No,87,81,92
200235,400010,500235,58,74,83,65,85,81,85,52,63,69,72,53,7,No,70,52,85
200236,400011,500236,82,88,84,86,84,73,79,73,80,72,78,80,8,No,79.92,72,88
200237,400012,500237,94,91,89,82,84,87,93,96,83,81,82,87,8,No,87.42,81,96
200238,400013,500238,88,98,89,86,85,94,87,91,91,92,96,85,0.67,No,90.17,85,98
200239,400014,500239,79,75,74,70,73,77,75,81,77,75,71,76,2,No,75.25,70,81
200240,400015,500240,73,69,65,61,57,53,49,45,41,37,33,30,35.67,Yes,51.08,30,73
200241,400016,500241,95,82,92,86,92,79,86,81,94,86,91,79,4.33,No,86.92,79,95
200242,400017,500242,82,69,81,77,80,61,52,52,51,72,58,55,15.67,Yes,65.83,51,82
200243,400018,500243,78,76,90,75,89,78,88,82,83,86,75,85,-0.67,No,82.08,75,90
200244,400019,500244,75,76,84,70,86,81,72,73,72,78,79,81,-1,No,77.25,70,86
200245,400020,500245,86,88,90,79,87,86,85,87,78,80,89,88,2.33,No,85.25,78,90
200246,400021,500246,84,89,96,96,85,98,98,95,86,95,89,93,-2.67,No,92,84,98
200247,400022,500247,82,83,91,91,93,86,79,90,90,94,85,93,-5.33,No,88.08,79,94
200248,400023,500248,76,86,85,79,71,75,74,76,79,82,72,79,4.67,No,77.83,71,86
200249,400024,500249,75,74,61,81,77,63,63,50,68,57,54,79,6.67,No,66.83,50,81
200250,400025,500250,84,80,76,72,68,64,60,56,52,48,44,40,36,Yes,62,40,84
200251,400001,500251,79,75,73,81,75,79,86,77,73,82,83,76,-4.67,No,78.25,73,86
200252,400002,500252,88,95,80,88,92,90,92,92,96,95,80,86,0.67,No,89.5,80,96
200253,400003,500253,86,79,79,87,86,94,86,91,86,81,90,84,-3.67,No,85.75,79,94
200254,400004,500254,74,76,86,72,83,81,78,79,73,72,79,72,4.33,No,77.08,72,86
200255,400005,500255,83,82,81,93,84,83,95,84,87,94,82,95,-8.33,No,86.92,81,95
200256,400006,500256,51,55,84,57,78,75,53,80,71,78,83,83,-18,No,70.67,51,84
200257,400007,500257,95,100,96,100,88,97,92,91,90,100,90,90,3.67,No,94.08,88,100
200258,400008,500258,88,85,88,86,91,78,78,75,88,77,90,81,4.33,No,83.75,75,91
200259,400009,500259,97,100,94,90,100,93,90,92,100,98,98,100,-1.67,No,96,90,100
200260,400010,500260,76,72,68,64,60,56,52,48,44,40,36,32,36,Yes,54,32,76
200261,400011,500261,83,93,89,93,86,95,96,82,82,86,96,81,0.67,No,88.5,81,96
200262,400012,500262,95,84,80,82,85,79,94,81,92,94,90,85,-3.33,No,86.75,79,95
200263,400013,500263,57,74,64,62,76,57,65,54,80,83,71,67,-8.67,No,67.5,54,83
200264,400014,500264,86,86,94,86,92,100,90,96,94,96,100,95,-8.33,No,92.92,86,100
200265,400015,500265,90,93,96,90,86,87,98,91,89,87,87,93,4,No,90.58,86,98
200266,400016,500266,80,91,85,79,82,87,79,85,92,90,82,80,1.33,No,84.33,79,92
200267,400017,500267,78,84,73,75,84,79,80,83,80,75,78,80,0.67,No,79.08,73,84
200268,400018,500268,84,80,87,89,83,78,84,77,92,89,93,87,-6,No,85.25,77,93
200269,400019,500269,87,99,95,97,100,90,94,87,91,89,100,100,-2.67,No,94.08,87,100
200270,400020,500270,91,87,83,79,75,71,67,63,59,55,51,47,36,Yes,69,47,91
200271,400021,500271,83,75,86,85,89,75,75,79,79,88,79,86,-3,No,81.58,75,89
200272,400022,500272,81,96,85,84,96,88,90,81,86,90,85,86,0.33,No,87.33,81,96
200273,400023,500273,92,95,90,100,94,88,100,94,92,94,100,97,-4.67,No,94.67,88,100
200274,400024,500274,76,79,79,85,85,84,81,85,84,80,76,81,-1,No,81.25,76,85
200275,400025,500275,82,86,75,84,89,88,86,77,78,91,88,77,-4.33,No,83.42,75,91
200276,400001,500276,90,85,77,86,80,86,92,88,83,79,83,91,-0.33,No,85,77,92
200277,400002,500277,70,69,58,69,70,55,53,82,61,74,54,54,5,No,64.08,53,82
200278,400003,500278,73,77,79,77,75,72,72,70,72,74,82,79,-2,No,75.17,70,82
200279,400004,500279,92,92,84,84,90,86,86,91,81,87,81,81,6.33,No,86.25,81,92
200280,400005,500280,91,87,83,79,75,71,67,63,59,55,51,47,36,Yes,69,47,91
200281,400006,500281,90,84,91,93,88,92,88,93,84,96,97,89,-5.67,No,90.42,84,97
200282,400007,500282,89,91,96,89,89,92,99,90,90,91,89,98,-0.67,No,91.92,89,99
200283,400008,500283,81,94,90,91,86,79,94,91,89,87,83,87,2.67,No,87.67,79,94
200284,400009,500284,85,61,74,58,85,71,71,51,78,67,63,71,6.33,No,69.58,51,85
200285,400010,500285,78,72,83,78,75,82,70,74,80,80,76,77,0,No,77.08,70,83
200286,400011,500286,83,76,88,85,83,74,81,87,76,89,79,73,2,No,81.17,73,89
200287,400012,500287,78,76,72,84,82,74,76,77,80,80,84,81,-6.33,No,78.67,72,84
200288,400013,500288,94,88,94,80,93,83,94,80,93,81,82,88,8.33,No,87.5,80,94
200289,400014,500289,100,88,88,86,92,100,94,100,89,96,98,100,-6,No,94.25,86,100
200290,400015,500290,82,78,74,70,66,62,58,54,50,46,42,38,36,Yes,60,38,82
200291,400016,500291,77,70,50,71,54,84,82,77,51,56,74,81,-4.67,No,68.92,50,84
