score_id,student_id,subject_name,week_id,test_score,max_score,institute_id
222,100074,Biology,1,65,100,1
223,100075,English,1,51,100,1
224,100075,Chemistry,1,96,100,1
225,100075,Biology,1,95,100,1
226,100076,English,1,87,100,1
227,100076,Chemistry,1,72,100,1
228,100076,Biology,1,84,100,1
229,100077,English,1,81,100,1
230,100077,Chemistry,1,66,100,1
231,100077,Biology,1,66,100,1
232,100078,English,1,63,100,1
233,100078,Chemistry,1,89,100,1
234,100078,Biology,1,77,100,1
235,100079,English,1,72,100,1
236,100079,Chemistry,1,94,100,1
237,100079,Biology,1,89,100,1
238,100080,English,1,88,100,1
239,100080,Chemistry,1,82,100,1
240,100080,Biology,1,96,100,1
241,100081,English,1,94,100,1
242,100081,Chemistry,1,81,100,1
243,100081,Biology,1,82,100,1
244,100082,English,1,82,100,1
245,100082,Chemistry,1,71,100,1
246,100082,Biology,1,86,100,1
247,100083,English,1,51,100,1
248,100083,Chemistry,1,64,100,1
249,100083,Biology,1,77,100,1
250,100084,English,1,82,100,1
251,100084,Chemistry,1,75,100,1
252,100084,Biology,1,73,100,1
253,100085,English,1,80,100,1
254,100085,Chemistry,1,87,100,1
255,100085,Biology,1,92,100,1
256,100086,English,1,95,100,1
257,100086,Chemistry,1,80,100,1
258,100086,Biology,1,62,100,1
259,100087,English,1,74,100,1
260,100087,Chemistry,1,99,100,1
261,100087,Biology,1,93,100,1
262,100088,English,1,42,100,1
263,100088,Chemistry,1,72,100,1
264,100088,Biology,1,52,100,1
265,100089,English,1,75,100,1
266,100089,Chemistry,1,79,100,1
267,100089,Biology,1,66,100,1
268,100090,English,1,77,100,1
269,100090,Chemistry,1,82,100,1
270,100090,Biology,1,100,100,1
271,100091,English,1,83,100,1
272,100091,Chemistry,1,57,100,1
273,100091,Biology,1,86,100,1
274,100092,English,1,89,100,1
275,100092,Chemistry,1,64,100,1
276,100092,Biology,1,99,100,1
277,100093,English,1,77,100,1
278,100093,Chemistry,1,51,100,1
279,100093,Biology,1,100,100,1
280,100094,English,1,70,100,1
281,100094,Chemistry,1,60,100,1
282,100094,Biology,1,89,100,1
283,100095,English,1,90,100,1
284,100095,Chemistry,1,92,100,1
285,100095,Biology,1,73,100,1
286,100096,English,1,88,100,1
287,100096,Chemistry,1,59,100,1
288,100096,Biology,1,69,100,1
289,100097,English,1,83,100,1
290,100097,Chemistry,1,75,100,1
291,100097,Biology,1,86,100,1
292,100098,English,1,66,100,1
293,100098,Chemistry,1,79,100,1
294,100098,Biology,1,95,100,1
295,100099,English,1,99,100,1
296,100099,Chemistry,1,82,100,1
297,100099,Biology,1,77,100,1
298,100100,English,1,96,100,1
299,100100,Chemistry,1,99,100,1
300,100100,Biology,1,76,100,1
301,100101,English,1,92,100,1
302,100101,Chemistry,1,80,100,1
303,100101,Biology,1,57,100,1
304,100102,English,1,80,100,1
305,100102,Chemistry,1,77,100,1
306,100102,Biology,1,69,100,1
307,100103,English,1,86,100,1
308,100103,Chemistry,1,80,100,1
309,100103,Biology,1,88,100,1
310,100104,English,1,80,100,1
311,100104,Chemistry,1,51,100,1
312,100104,Biology,1,52,100,1
313,100105,English,1,59,100,1
314,100105,Chemistry,1,73,100,1
315,100105,Biology,1,81,100,1
316,100106,English,1,91,100,1
317,100106,Chemistry,1,73,100,1
318,100106,Biology,1,71,100,1
319,100107,English,1,76,100,1
320,100107,Chemistry,1,60,100,1
321,100107,Biology,1,100,100,1
322,100108,English,1,83,100,1
323,100108,Chemistry,1,91,100,1
324,100108,Biology,1,82,100,1
325,100109,English,1,78,100,1
326,100109,Chemistry,1,83,100,1
327,100109,Biology,1,60,100,1
328,100110,English,1,93,100,1
329,100110,Chemistry,1,94,100,1
330,100110,Biology,1,68,100,1
331,100111,English,1,95,100,1
332,100111,Chemistry,1,72,100,1
333,100111,Biology,1,84,100,1
334,100112,English,1,87,100,1
335,100112,Chemistry,1,64,100,1
336,100112,Biology,1,76,100,1
337,100113,English,1,70,100,1
338,100113,Chemistry,1,76,100,1
339,100113,Biology,1,95,100,1
340,100114,English,1,94,100,1
341,100114,Chemistry,1,95,100,1
342,100114,Biology,1,100,100,1
343,100115,English,1,89,100,1
344,100115,Chemistry,1,73,100,1
345,100115,Biology,1,89,100,1
346,100116,English,1,81,100,1
347,100116,Chemistry,1,79,100,1
348,100116,Biology,1,78,100,1
349,100117,English,1,90,100,1
350,100117,Chemistry,1,84,100,1
351,100117,Biology,1,79,100,1
352,100118,English,1,74,100,1
353,100118,Chemistry,1,87,100,1
354,100118,Biology,1,77,100,1
355,100119,English,1,86,100,1
356,100119,Chemistry,1,82,100,1
357,100119,Biology,1,64,100,1
358,100120,English,1,72,100,1
359,100120,Chemistry,1,67,100,1
360,100120,Biology,1,68,100,1
361,100121,English,1,86,100,1
362,100121,Chemistry,1,60,100,1
363,100121,Biology,1,54,100,1
364,100122,English,1,76,100,1
365,100122,Chemistry,1,86,100,1
366,100122,Biology,1,73,100,1
367,100123,English,1,72,100,1
368,100123,Chemistry,1,100,100,1
369,100123,Biology,1,63,100,1
370,100124,English,1,82,100,1
371,100124,Chemistry,1,64,100,1
372,100124,Biology,1,96,100,1
373,100125,English,1,77,100,1
374,100125,Chemistry,1,84,100,1
375,100125,Biology,1,80,100,1
376,100126,English,1,59,100,1
377,100126,Chemistry,1,72,100,1
378,100126,Biology,1,64,100,1
379,100127,English,1,85,100,1
380,100127,Chemistry,1,59,100,1
381,100127,Biology,1,53,100,1
382,100128,English,1,56,100,1
383,100128,Chemistry,1,75,100,1
384,100128,Biology,1,37,100,1
385,100129,English,1,66,100,1
386,100129,Chemistry,1,62,100,1
387,100129,Biology,1,88,100,1
388,100130,English,1,64,100,1
389,100130,Chemistry,1,67,100,1
390,100130,Biology,1,94,100,1
391,100131,English,1,66,100,1
392,100131,Chemistry,1,76,100,1
393,100131,Biology,1,91,100,1
394,100132,English,1,81,100,1
395,100132,Chemistry,1,64,100,1
396,100132,Biology,1,63,100,1
397,100133,English,1,68,100,1
398,100133,Chemistry,1,80,100,1
399,100133,Biology,1,83,100,1
400,100134,English,1,86,100,1
401,100134,Chemistry,1,75,100,1
402,100134,Biology,1,62,100,1
403,100135,English,1,53,100,1
404,100135,Chemistry,1,77,100,1
405,100135,Biology,1,84,100,1
406,100136,English,1,68,100,1
407,100136,Chemistry,1,41,100,1
408,100136,Biology,1,59,100,1
409,100137,English,1,72,100,1
410,100137,Chemistry,1,75,100,1
411,100137,Biology,1,86,100,1
412,100138,English,1,94,100,1
413,100138,Chemistry,1,52,100,1
414,100138,Biology,1,57,100,1
415,100139,English,1,60,100,1
416,100139,Chemistry,1,78,100,1
417,100139,Biology,1,83,100,1
418,100140,English,1,94,100,1
419,100140,Chemistry,1,81,100,1
420,100140,Biology,1,85,100,1
421,100141,English,1,78,100,1
422,100141,Chemistry,1,65,100,1
423,100141,Biology,1,69,100,1
424,100142,English,1,95,100,1
425,100142,Chemistry,1,79,100,1
426,100142,Biology,1,86,100,1
427,100143,English,1,82,100,1
428,100143,Chemistry,1,66,100,1
429,100143,Biology,1,96,100,1
430,100144,English,1,61,100,1
431,100144,Chemistry,1,73,100,1
432,100144,Biology,1,74,100,1
433,100145,English,1,98,100,1
434,100145,Chemistry,1,90,100,1
435,100145,Biology,1,100,100,1
436,100146,English,1,82,100,1
437,100146,Chemistry,1,100,100,1
438,100146,Biology,1,100,100,1
439,100147,English,1,63,100,1
440,100147,Chemistry,1,61,100,1
441,100147,Biology,1,77,100,1
442,100148,English,1,71,100,1
443,100148,Chemistry,1,89,100,1
444,100148,Biology,1,72,100,1
445,100149,English,1,98,100,1
446,100149,Chemistry,1,100,100,1
447,100149,Biology,1,86,100,1
448,100150,English,1,56,100,1
449,100150,Chemistry,1,81,100,1
450,100150,Biology,1,100,100,1
451,100151,English,1,72,100,1
452,100151,Chemistry,1,90,100,1
453,100151,Biology,1,53,100,1
454,100152,English,1,61,100,1
455,100152,Chemistry,1,60,100,1
456,100152,Biology,1,47,100,1
457,100153,English,1,54,100,1
458,100153,Chemistry,1,81,100,1
459,100153,Biology,1,77,100,1
460,100154,English,1,98,100,1
461,100154,Chemistry,1,79,100,1
462,100154,Biology,1,73,100,1
463,100155,English,1,85,100,1
464,100155,Chemistry,1,73,100,1
465,100155,Biology,1,73,100,1
466,100156,English,1,70,100,1
467,100156,Chemistry,1,99,100,1
468,100156,Biology,1,82,100,1
469,100157,English,1,70,100,1
470,100157,Chemistry,1,90,100,1
471,100157,Biology,1,68,100,1
472,100158,English,1,61,100,1
473,100158,Chemistry,1,98,100,1
474,100158,Biology,1,95,100,1
475,100159,English,1,67,100,1
476,100159,Chemistry,1,100,100,1
477,100159,Biology,1,77,100,1
478,100160,English,1,65,100,1
479,100160,Chemistry,1,59,100,1
480,100160,Biology,1,63,100,1
481,100161,English,1,90,100,1
482,100161,Chemistry,1,69,100,1
483,100161,Biology,1,57,100,1
484,100162,English,1,100,100,1
485,100162,Chemistry,1,77,100,1
486,100162,Biology,1,57,100,1
487,100163,English,1,80,100,1
488,100163,Chemistry,1,63,100,1
489,100163,Biology,1,87,100,1
490,100164,English,1,87,100,1
491,100164,Chemistry,1,93,100,1
492,100164,Biology,1,92,100,1
493,100165,English,1,84,100,1
494,100165,Chemistry,1,62,100,1
495,100165,Biology,1,92,100,1
496,100166,English,1,82,100,1
497,100166,Chemistry,1,78,100,1
498,100166,Biology,1,66,100,1
499,100167,English,1,53,100,1
500,100167,Chemistry,1,68,100,1
501,100167,Biology,1,80,100,1
502,100168,English,1,68,100,1
503,100168,Chemistry,1,76,100,1
504,100168,Biology,1,56,100,1
505,100169,English,1,86,100,1
506,100169,Chemistry,1,65,100,1
507,100169,Biology,1,82,100,1
508,100170,English,1,83,100,1
509,100170,Chemistry,1,78,100,1
510,100170,Biology,1,90,100,1
511,100171,English,1,61,100,1
512,100171,Chemistry,1,96,100,1
513,100171,Biology,1,69,100,1
514,100172,English,1,78,100,1
515,100172,Chemistry,1,94,100,1
516,100172,Biology,1,92,100,1
517,100173,English,1,53,100,1
518,100173,Chemistry,1,77,100,1
519,100173,Biology,1,63,100,1
520,100174,English,1,80,100,1
521,100174,Chemistry,1,88,100,1
522,100174,Biology,1,100,100,1
523,100175,English,1,97,100,1
524,100175,Chemistry,1,100,100,1
525,100175,Biology,1,64,100,1
526,100176,English,1,63,100,1
527,100176,Chemistry,1,74,100,1
528,100176,Biology,1,70,100,1
529,100177,English,1,83,100,1
530,100177,Chemistry,1,61,100,1
531,100177,Biology,1,70,100,1
532,100178,English,1,96,100,1
533,100178,Chemistry,1,70,100,1
534,100178,Biology,1,83,100,1
535,100179,English,1,61,100,1
536,100179,Chemistry,1,88,100,1
537,100179,Biology,1,85,100,1
538,100180,English,1,62,100,1
539,100180,Chemistry,1,76,100,1
540,100180,Biology,1,57,100,1
541,100181,English,1,98,100,1
542,100181,Chemistry,1,84,100,1
543,100181,Biology,1,99,100,1
544,100182,English,1,73,100,1
545,100182,Chemistry,1,74,100,1
546,100182,Biology,1,67,100,1
547,100183,English,1,91,100,1
548,100183,Chemistry,1,79,100,1
549,100183,Biology,1,77,100,1
550,100184,English,1,48,100,1
551,100184,Chemistry,1,47,100,1
552,100184,Biology,1,55,100,1
553,100185,English,1,75,100,1
554,100185,Chemistry,1,97,100,1
555,100185,Biology,1,89,100,1
556,100186,English,1,81,100,1
557,100186,Chemistry,1,88,100,1
558,100186,Biology,1,99,100,1
559,100187,English,1,80,100,1
560,100187,Chemistry,1,78,100,1
561,100187,Biology,1,84,100,1
562,100188,English,1,84,100,1
563,100188,Chemistry,1,83,100,1
564,100188,Biology,1,66,100,1
565,100189,English,1,62,100,1
566,100189,Chemistry,1,67,100,1
567,100189,Biology,1,77,100,1
568,100190,English,1,80,100,1
569,100190,Chemistry,1,83,100,1
570,100190,Biology,1,75,100,1
571,100191,English,1,86,100,1
572,100191,Chemistry,1,59,100,1
573,100191,Biology,1,82,100,1
574,100192,English,1,70,100,1
575,100192,Chemistry,1,67,100,1
576,100192,Biology,1,53,100,1
577,100193,English,1,90,100,1
578,100193,Chemistry,1,66,100,1
579,100193,Biology,1,85,100,1
580,100194,English,1,83,100,1
581,100194,Chemistry,1,69,100,1
582,100194,Biology,1,75,100,1
583,100195,English,1,82,100,1
584,100195,Chemistry,1,93,100,1
585,100195,Biology,1,67,100,1
586,100196,English,1,66,100,1
587,100196,Chemistry,1,84,100,1
588,100196,Biology,1,67,100,1
589,100197,English,1,89,100,1
590,100197,Chemistry,1,64,100,1
591,100197,Biology,1,83,100,1
592,100198,English,1,66,100,1
593,100198,Chemistry,1,60,100,1
594,100198,Biology,1,83,100,1
595,100199,English,1,82,100,1
596,100199,Chemistry,1,59,100,1
597,100199,Biology,1,83,100,1
598,100200,English,1,80,100,1
599,100200,Chemistry,1,94,100,1
600,100200,Biology,1,78,100,1
601,100201,English,1,73,100,1
602,100201,Chemistry,1,90,100,1
603,100201,Biology,1,76,100,1
604,100202,English,1,77,100,1
605,100202,Chemistry,1,100,100,1
606,100202,Biology,1,85,100,1
607,100203,English,1,83,100,1
608,100203,Chemistry,1,83,100,1
609,100203,Biology,1,78,100,1
610,100204,English,1,86,100,1
611,100204,Chemistry,1,82,100,1
612,100204,Biology,1,73,100,1
613,100205,English,1,75,100,1
614,100205,Chemistry,1,76,100,1
615,100205,Biology,1,82,100,1
616,100206,English,1,65,100,1
617,100206,Chemistry,1,75,100,1
618,100206,Biology,1,93,100,1
619,100207,English,1,72,100,1
620,100207,Chemistry,1,84,100,1
621,100207,Biology,1,67,100,1
622,100208,English,1,69,100,1
623,100208,Chemistry,1,53,100,1
624,100208,Biology,1,38,100,1
625,100209,English,1,77,100,1
626,100209,Chemistry,1,87,100,1
627,100209,Biology,1,82,100,1
628,100210,English,1,68,100,1
629,100210,Chemistry,1,50,100,1
630,100210,Biology,1,88,100,1
631,100211,English,1,97,100,1
632,100211,Chemistry,1,74,100,1
633,100211,Biology,1,76,100,1
634,100212,English,1,79,100,1
635,100212,Chemistry,1,83,100,1
636,100212,Biology,1,71,100,1
637,100213,English,1,67,100,1
638,100213,Chemistry,1,94,100,1
639,100213,Biology,1,67,100,1
640,100214,English,1,87,100,1
641,100214,Chemistry,1,100,100,1
642,100214,Biology,1,96,100,1
643,100215,English,1,86,100,1
644,100215,Chemistry,1,75,100,1
645,100215,Biology,1,83,100,1
646,100216,English,1,55,100,1
647,100216,Chemistry,1,61,100,1
648,100216,Biology,1,84,100,1
649,100217,English,1,100,100,1
650,100217,Chemistry,1,79,100,1
651,100217,Biology,1,81,100,1
652,100218,English,1,59,100,1
653,100218,Chemistry,1,74,100,1
654,100218,Biology,1,64,100,1
655,100219,English,1,75,100,1
656,100219,Chemistry,1,81,100,1
657,100219,Biology,1,69,100,1
658,100220,English,1,76,100,1
659,100220,Chemistry,1,74,100,1
660,100220,Biology,1,62,100,1
661,100221,English,1,65,100,1
662,100221,Chemistry,1,87,100,1
663,100221,Biology,1,93,100,1
664,100222,English,1,100,100,1
665,100222,Chemistry,1,68,100,1
666,100222,Biology,1,80,100,1
667,100223,English,1,80,100,1
668,100223,Chemistry,1,81,100,1
669,100223,Biology,1,78,100,1
670,100224,English,1,50,100,1
671,100224,Chemistry,1,57,100,1
672,100224,Biology,1,72,100,1
673,100225,English,1,94,100,1
674,100225,Chemistry,1,93,100,1
675,100225,Biology,1,91,100,1
676,100226,English,1,91,100,1
677,100226,Chemistry,1,100,100,1
678,100226,Biology,1,82,100,1
679,100227,English,1,100,100,1
680,100227,Chemistry,1,71,100,1
681,100227,Biology,1,81,100,1
682,100228,English,1,68,100,1
683,100228,Chemistry,1,65,100,1
684,100228,Biology,1,85,100,1
685,100229,English,1,66,100,1
686,100229,Chemistry,1,78,100,1
687,100229,Biology,1,67,100,1
688,100230,English,1,93,100,1
689,100230,Chemistry,1,68,100,1
690,100230,Biology,1,89,100,1
691,100231,English,1,74,100,1
692,100231,Chemistry,1,65,100,1
693,100231,Biology,1,72,100,1
694,100232,English,1,82,100,1
695,100232,Chemistry,1,64,100,1
696,100232,Biology,1,79,100,1
697,100233,English,1,83,100,1
698,100233,Chemistry,1,90,100,1
699,100233,Biology,1,70,100,1
700,100234,English,1,78,100,1
701,100234,Chemistry,1,84,100,1
702,100234,Biology,1,78,100,1
703,100235,English,1,70,100,1
704,100235,Chemistry,1,86,100,1
705,100235,Biology,1,60,100,1
706,100236,English,1,88,100,1
707,100236,Chemistry,1,100,100,1
708,100236,Biology,1,82,100,1
709,100237,English,1,84,100,1
710,100237,Chemistry,1,91,100,1
711,100237,Biology,1,85,100,1
712,100238,English,1,94,100,1
713,100238,Chemistry,1,79,100,1
714,100238,Biology,1,83,100,1
715,100239,English,1,91,100,1
716,100239,Chemistry,1,79,100,1
717,100239,Biology,1,63,100,1
718,100240,English,1,71,100,1
719,100240,Chemistry,1,75,100,1
720,100240,Biology,1,86,100,1
721,100241,English,1,92,100,1
722,100241,Chemistry,1,83,100,1
723,100241,Biology,1,80,100,1
724,100242,English,1,77,100,1
725,100242,Chemistry,1,79,100,1
726,100242,Biology,1,99,100,1
727,100243,English,1,60,100,1
728,100243,Chemistry,1,69,100,1
729,100243,Biology,1,54,100,1
730,100244,English,1,88,100,1
731,100244,Chemistry,1,96,100,1
732,100244,Biology,1,60,100,1
733,100245,English,1,97,100,1
734,100245,Chemistry,1,79,100,1
735,100245,Biology,1,84,100,1
736,100246,English,1,100,100,1
737,100246,Chemistry,1,85,100,1
738,100246,Biology,1,76,100,1
739,100247,English,1,96,100,1
740,100247,Chemistry,1,100,100,1
741,100247,Biology,1,97,100,1
742,100248,English,1,69,100,1
743,100248,Chemistry,1,54,100,1
744,100248,Biology,1,71,100,1
745,100249,English,1,85,100,1
746,100249,Chemistry,1,85,100,1
747,100249,Biology,1,91,100,1
748,100250,English,1,86,100,1
749,100250,Chemistry,1,100,100,1
750,100250,Biology,1,92,100,1
751,100251,English,1,93,100,1
752,100251,Chemistry,1,88,100,1
753,100251,Biology,1,83,100,1
754,100252,English,1,70,100,1
755,100252,Chemistry,1,79,100,1
756,100252,Biology,1,90,100,1
757,100253,English,1,63,100,1
758,100253,Chemistry,1,89,100,1
759,100253,Biology,1,93,100,1
760,100254,English,1,58,100,1
761,100254,Chemistry,1,80,100,1
762,100254,Biology,1,69,100,1
763,100255,English,1,74,100,1
764,100255,Chemistry,1,84,100,1
765,100255,Biology,1,61,100,1
766,100256,English,1,55,100,1
767,100256,Chemistry,1,50,100,1
768,100256,Biology,1,66,100,1
769,100257,English,1,97,100,1
770,100257,Chemistry,1,74,100,1
771,100257,Biology,1,69,100,1
772,100258,English,1,100,100,1
773,100258,Chemistry,1,91,100,1
774,100258,Biology,1,87,100,1
775,100259,English,1,87,100,1
776,100259,Chemistry,1,66,100,1
777,100259,Biology,1,70,100,1
778,100260,English,1,71,100,1
779,100260,Chemistry,1,71,100,1
780,100260,Biology,1,86,100,1
781,100261,English,1,78,100,1
782,100261,Chemistry,1,74,100,1
783,100261,Biology,1,64,100,1
784,100262,English,1,79,100,1
785,100262,Chemistry,1,100,100,1
786,100262,Biology,1,85,100,1
787,100263,English,1,91,100,1
788,100263,Chemistry,1,80,100,1
789,100263,Biology,1,83,100,1
790,100264,English,1,86,100,1
791,100264,Chemistry,1,65,100,1
792,100264,Biology,1,54,100,1
793,100265,English,1,98,100,1
794,100265,Chemistry,1,59,100,1
795,100265,Biology,1,83,100,1
796,100266,English,1,97,100,1
797,100266,Chemistry,1,90,100,1
798,100266,Biology,1,70,100,1
799,100267,English,1,89,100,1
800,100267,Chemistry,1,85,100,1
801,100267,Biology,1,61,100,1
802,100268,English,1,70,100,1
803,100268,Chemistry,1,75,100,1
804,100268,Biology,1,77,100,1
805,100269,English,1,73,100,1
806,100269,Chemistry,1,65,100,1
807,100269,Biology,1,98,100,1
808,100270,English,1,73,100,1
809,100270,Chemistry,1,100,100,1
810,100270,Biology,1,78,100,1
811,100271,English,1,90,100,1
812,100271,Chemistry,1,66,100,1
813,100271,Biology,1,85,100,1
814,100272,English,1,37,100,1
815,100272,Chemistry,1,57,100,1
816,100272,Biology,1,50,100,1
817,100273,English,1,100,100,1
818,100273,Chemistry,1,71,100,1
819,100273,Biology,1,65,100,1
820,100274,English,1,99,100,1
