score_id,student_id,subject_name,week_id,test_score,max_score,institute_id
122,200041,Chemistry,1,77,100,2
123,200041,Biology,1,91,100,2
124,200042,Computer Science,1,82,100,2
125,200042,Chemistry,1,69,100,2
126,200042,Biology,1,81,100,2
127,200043,Computer Science,1,87,100,2
128,200043,Chemistry,1,81,100,2
129,200043,Biology,1,58,100,2
130,200044,Computer Science,1,68,100,2
131,200044,Chemistry,1,65,100,2
132,200044,Biology,1,84,100,2
133,200045,Computer Science,1,89,100,2
134,200045,Chemistry,1,57,100,2
135,200045,Biology,1,91,100,2
136,200046,Computer Science,1,75,100,2
137,200046,Chemistry,1,99,100,2
138,200046,Biology,1,81,100,2
139,200047,Computer Science,1,78,100,2
140,200047,Chemistry,1,73,100,2
141,200047,Biology,1,76,100,2
142,200048,Computer Science,1,54,100,2
143,200048,Chemistry,1,72,100,2
144,200048,Biology,1,55,100,2
145,200049,Computer Science,1,68,100,2
146,200049,Chemistry,1,96,100,2
147,200049,Biology,1,78,100,2
148,200050,Computer Science,1,100,100,2
149,200050,Chemistry,1,93,100,2
150,200050,Biology,1,73,100,2
151,200051,Computer Science,1,80,100,2
152,200051,Chemistry,1,100,100,2
153,200051,Biology,1,59,100,2
154,200052,Computer Science,1,81,100,2
155,200052,Chemistry,1,100,100,2
156,200052,Biology,1,77,100,2
157,200053,Computer Science,1,74,100,2
158,200053,Chemistry,1,92,100,2
159,200053,Biology,1,79,100,2
160,200054,Computer Science,1,88,100,2
161,200054,Chemistry,1,81,100,2
162,200054,Biology,1,81,100,2
163,200055,Computer Science,1,70,100,2
164,200055,Chemistry,1,70,100,2
165,200055,Biology,1,78,100,2
166,200056,Computer Science,1,63,100,2
167,200056,Chemistry,1,49,100,2
168,200056,Biology,1,66,100,2
169,200057,Computer Science,1,74,100,2
170,200057,Chemistry,1,95,100,2
171,200057,Biology,1,82,100,2
172,200058,Computer Science,1,100,100,2
173,200058,Chemistry,1,100,100,2
174,200058,Biology,1,75,100,2
175,200059,Computer Science,1,100,100,2
176,200059,Chemistry,1,88,100,2
177,200059,Biology,1,86,100,2
178,200060,Computer Science,1,76,100,2
179,200060,Chemistry,1,84,100,2
180,200060,Biology,1,95,100,2
181,200061,Computer Science,1,76,100,2
182,200061,Chemistry,1,92,100,2
183,200061,Biology,1,99,100,2
184,200062,Computer Science,1,93,100,2
185,200062,Chemistry,1,61,100,2
186,200062,Biology,1,74,100,2
187,200063,Computer Science,1,90,100,2
188,200063,Chemistry,1,83,100,2
189,200063,Biology,1,91,100,2
190,200064,Computer Science,1,62,100,2
191,200064,Chemistry,1,51,100,2
192,200064,Biology,1,51,100,2
193,200065,Computer Science,1,76,100,2
194,200065,Chemistry,1,85,100,2
195,200065,Biology,1,94,100,2
196,200066,Computer Science,1,86,100,2
197,200066,Chemistry,1,87,100,2
198,200066,Biology,1,58,100,2
199,200067,Computer Science,1,91,100,2
200,200067,Chemistry,1,68,100,2
201,200067,Biology,1,63,100,2
202,200068,Computer Science,1,99,100,2
203,200068,Chemistry,1,89,100,2
204,200068,Biology,1,83,100,2
205,200069,Computer Science,1,63,100,2
206,200069,Chemistry,1,85,100,2
207,200069,Biology,1,83,100,2
208,200070,Computer Science,1,84,100,2
209,200070,Chemistry,1,73,100,2
210,200070,Biology,1,70,100,2
211,200071,Computer Science,1,81,100,2
212,200071,Chemistry,1,73,100,2
213,200071,Biology,1,83,100,2
214,200072,Computer Science,1,59,100,2
215,200072,Chemistry,1,84,100,2
216,200072,Biology,1,58,100,2
217,200073,Computer Science,1,68,100,2
218,200073,Chemistry,1,83,100,2
219,200073,Biology,1,76,100,2
220,200074,Computer Science,1,91,100,2
221,200074,Chemistry,1,68,100,2
222,200074,Biology,1,59,100,2
223,200075,Computer Science,1,89,100,2
224,200075,Chemistry,1,52,100,2
225,200075,Biology,1,75,100,2
226,200076,Computer Science,1,61,100,2
227,200076,Chemistry,1,84,100,2
228,200076,Biology,1,65,100,2
229,200077,Computer Science,1,56,100,2
230,200077,Chemistry,1,100,100,2
231,200077,Biology,1,68,100,2
232,200078,Computer Science,1,90,100,2
233,200078,Chemistry,1,100,100,2
234,200078,Biology,1,70,100,2
235,200079,Computer Science,1,99,100,2
236,200079,Chemistry,1,64,100,2
237,200079,Biology,1,97,100,2
238,200080,Computer Science,1,75,100,2
239,200080,Chemistry,1,52,100,2
240,200080,Biology,1,78,100,2
241,200081,Computer Science,1,83,100,2
242,200081,Chemistry,1,67,100,2
243,200081,Biology,1,64,100,2
244,200082,Computer Science,1,82,100,2
245,200082,Chemistry,1,71,100,2
246,200082,Biology,1,57,100,2
247,200083,Computer Science,1,89,100,2
248,200083,Chemistry,1,100,100,2
249,200083,Biology,1,86,100,2
250,200084,Computer Science,1,88,100,2
251,200084,Chemistry,1,71,100,2
252,200084,Biology,1,82,100,2
253,200085,Computer Science,1,97,100,2
254,200085,Chemistry,1,92,100,2
255,200085,Biology,1,94,100,2
256,200086,Computer Science,1,75,100,2
257,200086,Chemistry,1,92,100,2
258,200086,Biology,1,57,100,2
259,200087,Computer Science,1,85,100,2
260,200087,Chemistry,1,50,100,2
261,200087,Biology,1,95,100,2
262,200088,Computer Science,1,50,100,2
263,200088,Chemistry,1,67,100,2
264,200088,Biology,1,46,100,2
265,200089,Computer Science,1,97,100,2
266,200089,Chemistry,1,78,100,2
267,200089,Biology,1,85,100,2
268,200090,Computer Science,1,84,100,2
269,200090,Chemistry,1,72,100,2
270,200090,Biology,1,90,100,2
271,200091,Computer Science,1,97,100,2
272,200091,Chemistry,1,86,100,2
273,200091,Biology,1,78,100,2
274,200092,Computer Science,1,82,100,2
275,200092,Chemistry,1,54,100,2
276,200092,Biology,1,63,100,2
277,200093,Computer Science,1,73,100,2
278,200093,Chemistry,1,85,100,2
279,200093,Biology,1,98,100,2
280,200094,Computer Science,1,77,100,2
281,200094,Chemistry,1,72,100,2
282,200094,Biology,1,88,100,2
283,200095,Computer Science,1,75,100,2
284,200095,Chemistry,1,69,100,2
285,200095,Biology,1,92,100,2
286,200096,Computer Science,1,70,100,2
287,200096,Chemistry,1,59,100,2
288,200096,Biology,1,73,100,2
289,200097,Computer Science,1,100,100,2
290,200097,Chemistry,1,100,100,2
291,200097,Biology,1,79,100,2
292,200098,Computer Science,1,54,100,2
293,200098,Chemistry,1,57,100,2
294,200098,Biology,1,70,100,2
295,200099,Computer Science,1,100,100,2
296,200099,Chemistry,1,89,100,2
297,200099,Biology,1,96,100,2
298,200100,Computer Science,1,69,100,2
299,200100,Chemistry,1,95,100,2
300,200100,Biology,1,79,100,2
301,200101,Computer Science,1,59,100,2
302,200101,Chemistry,1,77,100,2
303,200101,Biology,1,93,100,2
304,200102,Computer Science,1,76,100,2
305,200102,Chemistry,1,81,100,2
306,200102,Biology,1,91,100,2
307,200103,Computer Science,1,77,100,2
308,200103,Chemistry,1,72,100,2
309,200103,Biology,1,79,100,2
310,200104,Computer Science,1,78,100,2
311,200104,Chemistry,1,74,100,2
312,200104,Biology,1,86,100,2
313,200105,Computer Science,1,78,100,2
314,200105,Chemistry,1,74,100,2
315,200105,Biology,1,88,100,2
316,200106,Computer Science,1,79,100,2
317,200106,Chemistry,1,63,100,2
318,200106,Biology,1,86,100,2
319,200107,Computer Science,1,75,100,2
320,200107,Chemistry,1,82,100,2
321,200107,Biology,1,93,100,2
322,200108,Computer Science,1,51,100,2
323,200108,Chemistry,1,61,100,2
324,200108,Biology,1,89,100,2
325,200109,Computer Science,1,100,100,2
326,200109,Chemistry,1,79,100,2
327,200109,Biology,1,100,100,2
328,200110,Computer Science,1,63,100,2
329,200110,Chemistry,1,83,100,2
330,200110,Biology,1,80,100,2
331,200111,Computer Science,1,95,100,2
332,200111,Chemistry,1,98,100,2
333,200111,Biology,1,78,100,2
334,200112,Computer Science,1,66,100,2
335,200112,Chemistry,1,66,100,2
336,200112,Biology,1,44,100,2
337,200113,Computer Science,1,70,100,2
338,200113,Chemistry,1,83,100,2
339,200113,Biology,1,66,100,2
340,200114,Computer Science,1,87,100,2
341,200114,Chemistry,1,87,100,2
342,200114,Biology,1,84,100,2
343,200115,Computer Science,1,74,100,2
344,200115,Chemistry,1,86,100,2
345,200115,Biology,1,78,100,2
346,200116,Computer Science,1,82,100,2
347,200116,Chemistry,1,87,100,2
348,200116,Biology,1,100,100,2
349,200117,Computer Science,1,90,100,2
350,200117,Chemistry,1,68,100,2
351,200117,Biology,1,82,100,2
352,200118,Computer Science,1,100,100,2
353,200118,Chemistry,1,78,100,2
354,200118,Biology,1,80,100,2
355,200119,Computer Science,1,76,100,2
356,200119,Chemistry,1,100,100,2
357,200119,Biology,1,74,100,2
358,200120,Computer Science,1,66,100,2
359,200120,Chemistry,1,52,100,2
360,200120,Biology,1,68,100,2
361,200121,Computer Science,1,98,100,2
362,200121,Chemistry,1,70,100,2
363,200121,Biology,1,83,100,2
364,200122,Computer Science,1,69,100,2
365,200122,Chemistry,1,86,100,2
366,200122,Biology,1,95,100,2
367,200123,Computer Science,1,94,100,2
368,200123,Chemistry,1,91,100,2
369,200123,Biology,1,89,100,2
370,200124,Computer Science,1,88,100,2
371,200124,Chemistry,1,81,100,2
372,200124,Biology,1,100,100,2
373,200125,Computer Science,1,89,100,2
374,200125,Chemistry,1,100,100,2
375,200125,Biology,1,62,100,2
376,200126,Computer Science,1,56,100,2
377,200126,Chemistry,1,81,100,2
378,200126,Biology,1,66,100,2
379,200127,Computer Science,1,100,100,2
380,200127,Chemistry,1,79,100,2
381,200127,Biology,1,93,100,2
382,200128,Computer Science,1,54,100,2
383,200128,Chemistry,1,40,100,2
384,200128,Biology,1,83,100,2
385,200129,Computer Science,1,99,100,2
386,200129,Chemistry,1,93,100,2
387,200129,Biology,1,51,100,2
388,200130,Computer Science,1,96,100,2
389,200130,Chemistry,1,77,100,2
390,200130,Biology,1,87,100,2
391,200131,Computer Science,1,67,100,2
392,200131,Chemistry,1,75,100,2
393,200131,Biology,1,74,100,2
394,200132,Computer Science,1,74,100,2
395,200132,Chemistry,1,86,100,2
396,200132,Biology,1,88,100,2
397,200133,Computer Science,1,71,100,2
398,200133,Chemistry,1,78,100,2
399,200133,Biology,1,76,100,2
400,200134,Computer Science,1,76,100,2
401,200134,Chemistry,1,74,100,2
402,200134,Biology,1,60,100,2
403,200135,Computer Science,1,93,100,2
404,200135,Chemistry,1,72,100,2
405,200135,Biology,1,93,100,2
406,200136,Computer Science,1,64,100,2
407,200136,Chemistry,1,63,100,2
408,200136,Biology,1,66,100,2
409,200137,Computer Science,1,82,100,2
410,200137,Chemistry,1,68,100,2
411,200137,Biology,1,71,100,2
412,200138,Computer Science,1,55,100,2
413,200138,Chemistry,1,100,100,2
414,200138,Biology,1,56,100,2
415,200139,Computer Science,1,74,100,2
416,200139,Chemistry,1,79,100,2
417,200139,Biology,1,97,100,2
418,200140,Computer Science,1,85,100,2
419,200140,Chemistry,1,96,100,2
420,200140,Biology,1,96,100,2
421,200141,Computer Science,1,74,100,2
422,200141,Chemistry,1,75,100,2
423,200141,Biology,1,86,100,2
424,200142,Computer Science,1,87,100,2
425,200142,Chemistry,1,69,100,2
426,200142,Biology,1,86,100,2
427,200143,Computer Science,1,86,100,2
428,200143,Chemistry,1,65,100,2
429,200143,Biology,1,55,100,2
430,200144,Computer Science,1,69,100,2
431,200144,Chemistry,1,77,100,2
432,200144,Biology,1,67,100,2
433,200145,Computer Science,1,82,100,2
434,200145,Chemistry,1,72,100,2
435,200145,Biology,1,81,100,2
436,200146,Computer Science,1,83,100,2
437,200146,Chemistry,1,61,100,2
438,200146,Biology,1,54,100,2
439,200147,Computer Science,1,82,100,2
440,200147,Chemistry,1,75,100,2
441,200147,Biology,1,82,100,2
442,200148,Computer Science,1,75,100,2
443,200148,Chemistry,1,72,100,2
444,200148,Biology,1,92,100,2
445,200149,Computer Science,1,89,100,2
446,200149,Chemistry,1,80,100,2
447,200149,Biology,1,67,100,2
448,200150,Computer Science,1,77,100,2
449,200150,Chemistry,1,59,100,2
450,200150,Biology,1,77,100,2
451,200151,Computer Science,1,76,100,2
452,200151,Chemistry,1,61,100,2
453,200151,Biology,1,63,100,2
454,200152,Computer Science,1,63,100,2
455,200152,Chemistry,1,71,100,2
456,200152,Biology,1,67,100,2
457,200153,Computer Science,1,81,100,2
458,200153,Chemistry,1,69,100,2
459,200153,Biology,1,97,100,2
460,200154,Computer Science,1,76,100,2
461,200154,Chemistry,1,92,100,2
462,200154,Biology,1,69,100,2
463,200155,Computer Science,1,76,100,2
464,200155,Chemistry,1,95,100,2
465,200155,Biology,1,95,100,2
466,200156,Computer Science,1,84,100,2
467,200156,Chemistry,1,94,100,2
468,200156,Biology,1,74,100,2
469,200157,Computer Science,1,70,100,2
470,200157,Chemistry,1,78,100,2
471,200157,Biology,1,60,100,2
472,200158,Computer Science,1,88,100,2
473,200158,Chemistry,1,73,100,2
474,200158,Biology,1,77,100,2
475,200159,Computer Science,1,94,100,2
476,200159,Chemistry,1,63,100,2
477,200159,Biology,1,70,100,2
478,200160,Computer Science,1,91,100,2
479,200160,Chemistry,1,69,100,2
480,200160,Biology,1,68,100,2
481,200161,Computer Science,1,100,100,2
482,200161,Chemistry,1,85,100,2
483,200161,Biology,1,79,100,2
484,200162,Computer Science,1,79,100,2
485,200162,Chemistry,1,100,100,2
486,200162,Biology,1,69,100,2
487,200163,Computer Science,1,79,100,2
488,200163,Chemistry,1,85,100,2
489,200163,Biology,1,88,100,2
490,200164,Computer Science,1,57,100,2
491,200164,Chemistry,1,62,100,2
492,200164,Biology,1,65,100,2
493,200165,Computer Science,1,65,100,2
494,200165,Chemistry,1,92,100,2
495,200165,Biology,1,80,100,2
496,200166,Computer Science,1,69,100,2
497,200166,Chemistry,1,65,100,2
498,200166,Biology,1,79,100,2
499,200167,Computer Science,1,64,100,2
500,200167,Chemistry,1,57,100,2
501,200167,Biology,1,83,100,2
502,200168,Computer Science,1,80,100,2
503,200168,Chemistry,1,79,100,2
504,200168,Biology,1,66,100,2
505,200169,Computer Science,1,91,100,2
506,200169,Chemistry,1,71,100,2
507,200169,Biology,1,85,100,2
508,200170,Computer Science,1,85,100,2
509,200170,Chemistry,1,66,100,2
510,200170,Biology,1,95,100,2
511,200171,Computer Science,1,83,100,2
512,200171,Chemistry,1,91,100,2
513,200171,Biology,1,54,100,2
514,200172,Computer Science,1,92,100,2
515,200172,Chemistry,1,100,100,2
516,200172,Biology,1,66,100,2
517,200173,Computer Science,1,79,100,2
518,200173,Chemistry,1,59,100,2
519,200173,Biology,1,57,100,2
520,200174,Computer Science,1,56,100,2
521,200174,Chemistry,1,89,100,2
522,200174,Biology,1,92,100,2
523,200175,Computer Science,1,88,100,2
524,200175,Chemistry,1,86,100,2
525,200175,Biology,1,96,100,2
526,200176,Computer Science,1,64,100,2
527,200176,Chemistry,1,58,100,2
528,200176,Biology,1,48,100,2
529,200177,Computer Science,1,79,100,2
530,200177,Chemistry,1,82,100,2
531,200177,Biology,1,85,100,2
532,200178,Computer Science,1,74,100,2
533,200178,Chemistry,1,84,100,2
534,200178,Biology,1,70,100,2
535,200179,Computer Science,1,85,100,2
536,200179,Chemistry,1,65,100,2
537,200179,Biology,1,93,100,2
538,200180,Computer Science,1,69,100,2
539,200180,Chemistry,1,84,100,2
540,200180,Biology,1,86,100,2
541,200181,Computer Science,1,78,100,2
542,200181,Chemistry,1,79,100,2
543,200181,Biology,1,61,100,2
544,200182,Computer Science,1,88,100,2
545,200182,Chemistry,1,86,100,2
546,200182,Biology,1,72,100,2
547,200183,Computer Science,1,82,100,2
548,200183,Chemistry,1,84,100,2
549,200183,Biology,1,74,100,2
550,200184,Computer Science,1,44,100,2
551,200184,Chemistry,1,62,100,2
552,200184,Biology,1,51,100,2
553,200185,Computer Science,1,68,100,2
554,200185,Chemistry,1,81,100,2
555,200185,Biology,1,75,100,2
556,200186,Computer Science,1,91,100,2
557,200186,Chemistry,1,100,100,2
558,200186,Biology,1,74,100,2
559,200187,Computer Science,1,81,100,2
560,200187,Chemistry,1,53,100,2
561,200187,Biology,1,89,100,2
562,200188,Computer Science,1,95,100,2
563,200188,Chemistry,1,73,100,2
564,200188,Biology,1,82,100,2
565,200189,Computer Science,1,52,100,2
566,200189,Chemistry,1,81,100,2
567,200189,Biology,1,64,100,2
568,200190,Computer Science,1,70,100,2
569,200190,Chemistry,1,75,100,2
570,200190,Biology,1,86,100,2
571,200191,Computer Science,1,100,100,2
572,200191,Chemistry,1,69,100,2
573,200191,Biology,1,64,100,2
574,200192,Computer Science,1,53,100,2
575,200192,Chemistry,1,68,100,2
576,200192,Biology,1,39,100,2
577,200193,Computer Science,1,94,100,2
578,200193,Chemistry,1,85,100,2
579,200193,Biology,1,72,100,2
580,200194,Computer Science,1,85,100,2
581,200194,Chemistry,1,87,100,2
582,200194,Biology,1,88,100,2
583,200195,Computer Science,1,73,100,2
584,200195,Chemistry,1,84,100,2
585,200195,Biology,1,100,100,2
586,200196,Computer Science,1,64,100,2
587,200196,Chemistry,1,81,100,2
588,200196,Biology,1,59,100,2
589,200197,Computer Science,1,83,100,2
590,200197,Chemistry,1,84,100,2
591,200197,Biology,1,57,100,2
592,200198,Computer Science,1,83,100,2
593,200198,Chemistry,1,80,100,2
594,200198,Biology,1,62,100,2
595,200199,Computer Science,1,76,100,2
596,200199,Chemistry,1,68,100,2
597,200199,Biology,1,88,100,2
598,200200,Computer Science,1,66,100,2
599,200200,Chemistry,1,69,100,2
600,200200,Biology,1,68,100,2
601,200201,Computer Science,1,81,100,2
602,200201,Chemistry,1,83,100,2
603,200201,Biology,1,81,100,2
604,200202,Computer Science,1,76,100,2
605,200202,Chemistry,1,65,100,2
606,200202,Biology,1,82,100,2
607,200203,Computer Science,1,98,100,2
608,200203,Chemistry,1,75,100,2
609,200203,Biology,1,57,100,2
610,200204,Computer Science,1,79,100,2
611,200204,Chemistry,1,83,100,2
612,200204,Biology,1,61,100,2
613,200205,Computer Science,1,96,100,2
614,200205,Chemistry,1,67,100,2
615,200205,Biology,1,96,100,2
616,200206,Computer Science,1,52,100,2
617,200206,Chemistry,1,81,100,2
618,200206,Biology,1,93,100,2
619,200207,Computer Science,1,80,100,2
620,200207,Chemistry,1,83,100,2
621,200207,Biology,1,97,100,2
622,200208,Computer Science,1,67,100,2
623,200208,Chemistry,1,78,100,2
624,200208,Biology,1,69,100,2
625,200209,Computer Science,1,86,100,2
626,200209,Chemistry,1,99,100,2
627,200209,Biology,1,65,100,2
628,200210,Computer Science,1,100,100,2
629,200210,Chemistry,1,75,100,2
630,200210,Biology,1,80,100,2
631,200211,Computer Science,1,83,100,2
632,200211,Chemistry,1,80,100,2
633,200211,Biology,1,57,100,2
634,200212,Computer Science,1,86,100,2
635,200212,Chemistry,1,90,100,2
636,200212,Biology,1,98,100,2
637,200213,Computer Science,1,69,100,2
638,200213,Chemistry,1,56,100,2
639,200213,Biology,1,82,100,2
640,200214,Computer Science,1,94,100,2
641,200214,Chemistry,1,80,100,2
642,200214,Biology,1,87,100,2
643,200215,Computer Science,1,94,100,2
644,200215,Chemistry,1,68,100,2
645,200215,Biology,1,70,100,2
646,200216,Computer Science,1,42,100,2
647,200216,Chemistry,1,64,100,2
648,200216,Biology,1,65,100,2
649,200217,Computer Science,1,69,100,2
650,200217,Chemistry,1,67,100,2
651,200217,Biology,1,84,100,2
652,200218,Computer Science,1,80,100,2
653,200218,Chemistry,1,98,100,2
654,200218,Biology,1,63,100,2
655,200219,Computer Science,1,92,100,2
656,200219,Chemistry,1,81,100,2
657,200219,Biology,1,75,100,2
658,200220,Computer Science,1,86,100,2
659,200220,Chemistry,1,92,100,2
660,200220,Biology,1,97,100,2
661,200221,Computer Science,1,90,100,2
662,200221,Chemistry,1,81,100,2
663,200221,Biology,1,82,100,2
664,200222,Computer Science,1,83,100,2
665,200222,Chemistry,1,75,100,2
666,200222,Biology,1,72,100,2
667,200223,Computer Science,1,82,100,2
668,200223,Chemistry,1,78,100,2
669,200223,Biology,1,85,100,2
670,200224,Computer Science,1,74,100,2
671,200224,Chemistry,1,77,100,2
672,200224,Biology,1,83,100,2
673,200225,Computer Science,1,61,100,2
674,200225,Chemistry,1,72,100,2
675,200225,Biology,1,66,100,2
676,200226,Computer Science,1,100,100,2
677,200226,Chemistry,1,100,100,2
678,200226,Biology,1,77,100,2
679,200227,Computer Science,1,94,100,2
680,200227,Chemistry,1,100,100,2
681,200227,Biology,1,61,100,2
682,200228,Computer Science,1,88,100,2
683,200228,Chemistry,1,80,100,2
684,200228,Biology,1,57,100,2
685,200229,Computer Science,1,91,100,2
686,200229,Chemistry,1,59,100,2
687,200229,Biology,1,67,100,2
688,200230,Computer Science,1,54,100,2
689,200230,Chemistry,1,96,100,2
690,200230,Biology,1,74,100,2
691,200231,Computer Science,1,90,100,2
692,200231,Chemistry,1,61,100,2
693,200231,Biology,1,67,100,2
694,200232,Computer Science,1,44,100,2
695,200232,Chemistry,1,61,100,2
696,200232,Biology,1,44,100,2
697,200233,Computer Science,1,65,100,2
698,200233,Chemistry,1,91,100,2
699,200233,Biology,1,77,100,2
700,200234,Computer Science,1,62,100,2
701,200234,Chemistry,1,68,100,2
702,200234,Biology,1,51,100,2
703,200235,Computer Science,1,93,100,2
704,200235,Chemistry,1,72,100,2
705,200235,Biology,1,94,100,2
706,200236,Computer Science,1,66,100,2
707,200236,Chemistry,1,76,100,2
708,200236,Biology,1,83,100,2
709,200237,Computer Science,1,100,100,2
710,200237,Chemistry,1,74,100,2
711,200237,Biology,1,85,100,2
712,200238,Computer Science,1,100,100,2
713,200238,Chemistry,1,85,100,2
714,200238,Biology,1,76,100,2
715,200239,Computer Science,1,70,100,2
716,200239,Chemistry,1,73,100,2
717,200239,Biology,1,78,100,2
718,200240,Computer Science,1,52,100,2
719,200240,Chemistry,1,50,100,2
720,200240,Biology,1,65,100,2
721,200241,Computer Science,1,59,100,2
722,200241,Chemistry,1,69,100,2
723,200241,Biology,1,77,100,2
724,200242,Computer Science,1,79,100,2
725,200242,Chemistry,1,75,100,2
726,200242,Biology,1,82,100,2
727,200243,Computer Science,1,100,100,2
728,200243,Chemistry,1,87,100,2
729,200243,Biology,1,59,100,2
730,200244,Computer Science,1,87,100,2
731,200244,Chemistry,1,74,100,2
732,200244,Biology,1,70,100,2
733,200245,Computer Science,1,82,100,2
734,200245,Chemistry,1,100,100,2
735,200245,Biology,1,87,100,2
736,200246,Computer Science,1,87,100,2
737,200246,Chemistry,1,88,100,2
738,200246,Biology,1,75,100,2
739,200247,Computer Science,1,62,100,2
740,200247,Chemistry,1,73,100,2
741,200247,Biology,1,63,100,2
742,200248,Computer Science,1,53,100,2
743,200248,Chemistry,1,80,100,2
744,200248,Biology,1,88,100,2
745,200249,Computer Science,1,78,100,2
746,200249,Chemistry,1,61,100,2
747,200249,Biology,1,82,100,2
748,200250,Computer Science,1,73,100,2
749,200250,Chemistry,1,96,100,2
750,200250,Biology,1,91,100,2
751,200251,Computer Science,1,82,100,2
752,200251,Chemistry,1,87,100,2
753,200251,Biology,1,98,100,2
754,200252,Computer Science,1,67,100,2
755,200252,Chemistry,1,88,100,2
756,200252,Biology,1,68,100,2
757,200253,Computer Science,1,75,100,2
758,200253,Chemistry,1,64,100,2
759,200253,Biology,1,79,100,2
760,200254,Computer Science,1,52,100,2
