attendance_id,student_id,date,status,period_1,period_2,period_3,period_4,period_5,period_6,period_7,remarks
ATT_INST_001_000059,STU_INST_001_0003,2025-09-12,Present,True,True,True,False,True,True,True,
ATT_INST_001_000060,STU_INST_001_0003,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_001_000061,STU_INST_001_0004,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000062,STU_INST_001_0004,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_001_000063,STU_INST_001_0004,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_001_000064,STU_INST_001_0004,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000065,STU_INST_001_0004,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_001_000066,STU_INST_001_0004,2025-08-25,Present,True,True,True,True,True,True,False,
ATT_INST_001_000067,STU_INST_001_0004,2025-08-27,Excused,False,False,False,False,False,False,False,Festival
ATT_INST_001_000068,STU_INST_001_0004,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000069,STU_INST_001_0004,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000070,STU_INST_001_0004,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_001_000071,STU_INST_001_0004,2025-09-02,Late,False,False,False,False,False,False,False,Festival
ATT_INST_001_000072,STU_INST_001_0004,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_001_000073,STU_INST_001_0004,2025-09-04,Excused,False,False,False,False,False,False,False,Festival
ATT_INST_001_000074,STU_INST_001_0004,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_001_000075,STU_INST_001_0004,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_001_000076,STU_INST_001_0004,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_001_000077,STU_INST_001_0004,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_001_000078,STU_INST_001_0004,2025-09-11,Half Day,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000079,STU_INST_001_0004,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_001_000080,STU_INST_001_0004,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_001_000081,STU_INST_001_0005,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000082,STU_INST_001_0005,2025-08-19,Half Day,False,False,False,False,False,False,False,Fever
ATT_INST_001_000083,STU_INST_001_0005,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_001_000084,STU_INST_001_0005,2025-08-21,Half Day,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000085,STU_INST_001_0005,2025-08-22,Absent,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000086,STU_INST_001_0005,2025-08-25,Present,True,False,True,True,True,True,True,
ATT_INST_001_000087,STU_INST_001_0005,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_001_000088,STU_INST_001_0005,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000089,STU_INST_001_0005,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000090,STU_INST_001_0005,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_001_000091,STU_INST_001_0005,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_001_000092,STU_INST_001_0005,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_001_000093,STU_INST_001_0005,2025-09-04,Half Day,False,False,False,False,False,False,False,Festival
ATT_INST_001_000094,STU_INST_001_0005,2025-09-05,Absent,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000095,STU_INST_001_0005,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_001_000096,STU_INST_001_0005,2025-09-09,Present,True,True,True,True,False,True,True,
ATT_INST_001_000097,STU_INST_001_0005,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_001_000098,STU_INST_001_0005,2025-09-11,Half Day,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000099,STU_INST_001_0005,2025-09-12,Absent,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000100,STU_INST_001_0005,2025-09-15,Absent,False,False,False,False,False,False,False,Family Function
ATT_INST_001_000101,STU_INST_001_0006,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000102,STU_INST_001_0006,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_001_000103,STU_INST_001_0006,2025-08-20,Absent,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000104,STU_INST_001_0006,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000105,STU_INST_001_0006,2025-08-22,Excused,False,False,False,False,False,False,False,Festival
ATT_INST_001_000106,STU_INST_001_0006,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_001_000107,STU_INST_001_0006,2025-08-27,Half Day,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000108,STU_INST_001_0006,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000109,STU_INST_001_0006,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000110,STU_INST_001_0006,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_001_000111,STU_INST_001_0006,2025-09-02,Present,True,True,True,False,True,True,True,
ATT_INST_001_000112,STU_INST_001_0006,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_001_000113,STU_INST_001_0006,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_001_000114,STU_INST_001_0006,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_001_000115,STU_INST_001_0006,2025-09-08,Absent,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000116,STU_INST_001_0006,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_001_000117,STU_INST_001_0006,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_001_000118,STU_INST_001_0006,2025-09-11,Half Day,False,False,False,False,False,False,False,Festival
ATT_INST_001_000119,STU_INST_001_0006,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_001_000120,STU_INST_001_0006,2025-09-15,Late,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000121,STU_INST_001_0007,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000122,STU_INST_001_0007,2025-08-19,Present,True,True,True,True,True,True,False,
ATT_INST_001_000123,STU_INST_001_0007,2025-08-20,Present,True,True,False,True,True,True,True,
ATT_INST_001_000124,STU_INST_001_0007,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000125,STU_INST_001_0007,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_001_000126,STU_INST_001_0007,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_001_000127,STU_INST_001_0007,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_001_000128,STU_INST_001_0007,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000129,STU_INST_001_0007,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000130,STU_INST_001_0007,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_001_000131,STU_INST_001_0007,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_001_000132,STU_INST_001_0007,2025-09-03,Present,True,True,True,True,True,True,False,
ATT_INST_001_000133,STU_INST_001_0007,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_001_000134,STU_INST_001_0007,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_001_000135,STU_INST_001_0007,2025-09-08,Present,True,False,True,True,True,True,True,
ATT_INST_001_000136,STU_INST_001_0007,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_001_000137,STU_INST_001_0007,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_001_000138,STU_INST_001_0007,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_001_000139,STU_INST_001_0007,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_001_000140,STU_INST_001_0007,2025-09-15,Present,True,True,True,False,True,True,True,
ATT_INST_001_000141,STU_INST_001_0008,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000142,STU_INST_001_0008,2025-08-19,Half Day,False,False,False,False,False,False,False,Family Function
ATT_INST_001_000143,STU_INST_001_0008,2025-08-20,Present,True,True,True,True,True,True,False,
ATT_INST_001_000144,STU_INST_001_0008,2025-08-21,Late,False,False,False,False,False,False,False,Festival
ATT_INST_001_000145,STU_INST_001_0008,2025-08-22,Half Day,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000146,STU_INST_001_0008,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_001_000147,STU_INST_001_0008,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_001_000148,STU_INST_001_0008,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000149,STU_INST_001_0008,2025-08-29,Excused,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000150,STU_INST_001_0008,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_001_000151,STU_INST_001_0008,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_001_000152,STU_INST_001_0008,2025-09-03,Excused,False,False,False,False,False,False,False,Family Function
ATT_INST_001_000153,STU_INST_001_0008,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_001_000154,STU_INST_001_0008,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_001_000155,STU_INST_001_0008,2025-09-08,Present,True,False,True,True,True,True,True,
ATT_INST_001_000156,STU_INST_001_0008,2025-09-09,Present,True,True,True,True,True,True,False,
ATT_INST_001_000157,STU_INST_001_0008,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_001_000158,STU_INST_001_0008,2025-09-11,Absent,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000159,STU_INST_001_0008,2025-09-12,Excused,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000160,STU_INST_001_0008,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_001_000161,STU_INST_001_0009,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000162,STU_INST_001_0009,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_001_000163,STU_INST_001_0009,2025-08-20,Present,True,True,False,True,True,True,True,
ATT_INST_001_000164,STU_INST_001_0009,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000165,STU_INST_001_0009,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_001_000166,STU_INST_001_0009,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_001_000167,STU_INST_001_0009,2025-08-27,Absent,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000168,STU_INST_001_0009,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000169,STU_INST_001_0009,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000170,STU_INST_001_0009,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_001_000171,STU_INST_001_0009,2025-09-02,Half Day,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000172,STU_INST_001_0009,2025-09-03,Excused,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000173,STU_INST_001_0009,2025-09-04,Present,True,True,True,True,True,True,False,
ATT_INST_001_000174,STU_INST_001_0009,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_001_000175,STU_INST_001_0009,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_001_000176,STU_INST_001_0009,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_001_000177,STU_INST_001_0009,2025-09-10,Absent,False,False,False,False,False,False,False,Festival
ATT_INST_001_000178,STU_INST_001_0009,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_001_000179,STU_INST_001_0009,2025-09-12,Absent,False,False,False,False,False,False,False,Fever
ATT_INST_001_000180,STU_INST_001_0009,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_001_000181,STU_INST_001_0010,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000182,STU_INST_001_0010,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_001_000183,STU_INST_001_0010,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_001_000184,STU_INST_001_0010,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000185,STU_INST_001_0010,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_001_000186,STU_INST_001_0010,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_001_000187,STU_INST_001_0010,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_001_000188,STU_INST_001_0010,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000189,STU_INST_001_0010,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000190,STU_INST_001_0010,2025-09-01,Present,True,True,True,True,True,True,False,
ATT_INST_001_000191,STU_INST_001_0010,2025-09-02,Late,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000192,STU_INST_001_0010,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_001_000193,STU_INST_001_0010,2025-09-04,Present,True,True,True,False,True,True,True,
ATT_INST_001_000194,STU_INST_001_0010,2025-09-05,Present,True,True,True,True,True,True,False,
ATT_INST_001_000195,STU_INST_001_0010,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_001_000196,STU_INST_001_0010,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_001_000197,STU_INST_001_0010,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_001_000198,STU_INST_001_0010,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_001_000199,STU_INST_001_0010,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_001_000200,STU_INST_001_0010,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_001_000201,STU_INST_001_0011,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000202,STU_INST_001_0011,2025-08-19,Excused,False,False,False,False,False,False,False,Family Function
ATT_INST_001_000203,STU_INST_001_0011,2025-08-20,Excused,False,False,False,False,False,False,False,Fever
ATT_INST_001_000204,STU_INST_001_0011,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000205,STU_INST_001_0011,2025-08-22,Present,True,False,True,True,True,True,False,
ATT_INST_001_000206,STU_INST_001_0011,2025-08-25,Absent,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000207,STU_INST_001_0011,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_001_000208,STU_INST_001_0011,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000209,STU_INST_001_0011,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000210,STU_INST_001_0011,2025-09-01,Present,True,True,True,False,True,True,True,
ATT_INST_001_000211,STU_INST_001_0011,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_001_000212,STU_INST_001_0011,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_001_000213,STU_INST_001_0011,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_001_000214,STU_INST_001_0011,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_001_000215,STU_INST_001_0011,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_001_000216,STU_INST_001_0011,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_001_000217,STU_INST_001_0011,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_001_000218,STU_INST_001_0011,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_001_000219,STU_INST_001_0011,2025-09-12,Late,False,False,False,False,False,False,False,Festival
ATT_INST_001_000220,STU_INST_001_0011,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_001_000221,STU_INST_001_0012,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000222,STU_INST_001_0012,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_001_000223,STU_INST_001_0012,2025-08-20,Late,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000224,STU_INST_001_0012,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000225,STU_INST_001_0012,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_001_000226,STU_INST_001_0012,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_001_000227,STU_INST_001_0012,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_001_000228,STU_INST_001_0012,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000229,STU_INST_001_0012,2025-08-29,Half Day,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000230,STU_INST_001_0012,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_001_000231,STU_INST_001_0012,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_001_000232,STU_INST_001_0012,2025-09-03,Late,False,False,False,False,False,False,False,Family Function
ATT_INST_001_000233,STU_INST_001_0012,2025-09-04,Late,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000234,STU_INST_001_0012,2025-09-05,Late,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000235,STU_INST_001_0012,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_001_000236,STU_INST_001_0012,2025-09-09,Absent,False,False,False,False,False,False,False,Family Function
ATT_INST_001_000237,STU_INST_001_0012,2025-09-10,Excused,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000238,STU_INST_001_0012,2025-09-11,Excused,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000239,STU_INST_001_0012,2025-09-12,Present,True,False,True,True,True,True,True,
ATT_INST_001_000240,STU_INST_001_0012,2025-09-15,Late,False,False,False,False,False,False,False,Festival
ATT_INST_001_000241,STU_INST_001_0013,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000242,STU_INST_001_0013,2025-08-19,Late,False,False,False,False,False,False,False,Family Function
ATT_INST_001_000243,STU_INST_001_0013,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_001_000244,STU_INST_001_0013,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000245,STU_INST_001_0013,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_001_000246,STU_INST_001_0013,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_001_000247,STU_INST_001_0013,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_001_000248,STU_INST_001_0013,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000249,STU_INST_001_0013,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000250,STU_INST_001_0013,2025-09-01,Present,True,True,True,True,True,False,True,
ATT_INST_001_000251,STU_INST_001_0013,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_001_000252,STU_INST_001_0013,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_001_000253,STU_INST_001_0013,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_001_000254,STU_INST_001_0013,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_001_000255,STU_INST_001_0013,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_001_000256,STU_INST_001_0013,2025-09-09,Absent,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000257,STU_INST_001_0013,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_001_000258,STU_INST_001_0013,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_001_000259,STU_INST_001_0013,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_001_000260,STU_INST_001_0013,2025-09-15,Present,True,True,True,False,True,True,True,
ATT_INST_001_000261,STU_INST_001_0014,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_001_000262,STU_INST_001_0014,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_001_000263,STU_INST_001_0014,2025-08-20,Late,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000264,STU_INST_001_0014,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_001_000265,STU_INST_001_0014,2025-08-22,Late,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000266,STU_INST_001_0014,2025-08-25,Half Day,False,False,False,False,False,False,False,Transport Issue
ATT_INST_001_000267,STU_INST_001_0014,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_001_000268,STU_INST_001_0014,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_001_000269,STU_INST_001_0014,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_001_000270,STU_INST_001_0014,2025-09-01,Present,True,True,True,True,False,True,True,
ATT_INST_001_000271,STU_INST_001_0014,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_001_000272,STU_INST_001_0014,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_001_000273,STU_INST_001_0014,2025-09-04,Excused,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000274,STU_INST_001_0014,2025-09-05,Late,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000275,STU_INST_001_0014,2025-09-08,Half Day,False,False,False,False,False,False,False,No Reason Given
ATT_INST_001_000276,STU_INST_001_0014,2025-09-09,Present,True,True,True,True,True,False,True,
ATT_INST_001_000277,STU_INST_001_0014,2025-09-10,Excused,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000278,STU_INST_001_0014,2025-09-11,Late,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_001_000279,STU_INST_001_0014,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_001_000280,STU_INST_001_0014,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_001_000281,STU_INST_001_0015,2025-08-18,Present,True,True,True,True,True,True,True,
