attendance_id,student_id,date,status,period_1,period_2,period_3,period_4,period_5,period_6,period_7,remarks
ATT_INST_002_000056,STU_INST_002_0003,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_002_000057,STU_INST_002_0003,2025-09-10,Present,True,True,True,True,True,True,False,
ATT_INST_002_000058,STU_INST_002_0003,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_002_000059,STU_INST_002_0003,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000060,STU_INST_002_0003,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000061,STU_INST_002_0004,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000062,STU_INST_002_0004,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000063,STU_INST_002_0004,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_002_000064,STU_INST_002_0004,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_002_000065,STU_INST_002_0004,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_002_000066,STU_INST_002_0004,2025-08-25,Present,True,True,True,True,True,True,False,
ATT_INST_002_000067,STU_INST_002_0004,2025-08-27,Present,True,False,True,False,True,True,True,
ATT_INST_002_000068,STU_INST_002_0004,2025-08-28,Present,True,True,True,True,True,True,False,
ATT_INST_002_000069,STU_INST_002_0004,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_002_000070,STU_INST_002_0004,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_002_000071,STU_INST_002_0004,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_002_000072,STU_INST_002_0004,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000073,STU_INST_002_0004,2025-09-04,Present,True,True,True,True,True,True,False,
ATT_INST_002_000074,STU_INST_002_0004,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000075,STU_INST_002_0004,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000076,STU_INST_002_0004,2025-09-09,Present,True,True,True,True,True,True,False,
ATT_INST_002_000077,STU_INST_002_0004,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_002_000078,STU_INST_002_0004,2025-09-11,Present,True,True,True,False,True,True,True,
ATT_INST_002_000079,STU_INST_002_0004,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000080,STU_INST_002_0004,2025-09-15,Present,True,True,False,True,True,True,True,
ATT_INST_002_000081,STU_INST_002_0005,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000082,STU_INST_002_0005,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000083,STU_INST_002_0005,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_002_000084,STU_INST_002_0005,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_002_000085,STU_INST_002_0005,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_002_000086,STU_INST_002_0005,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000087,STU_INST_002_0005,2025-08-27,Late,False,False,False,False,False,False,False,Family Function
ATT_INST_002_000088,STU_INST_002_0005,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_002_000089,STU_INST_002_0005,2025-08-29,Half Day,False,False,False,False,False,False,False,Festival
ATT_INST_002_000090,STU_INST_002_0005,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_002_000091,STU_INST_002_0005,2025-09-02,Present,True,False,True,True,True,True,True,
ATT_INST_002_000092,STU_INST_002_0005,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000093,STU_INST_002_0005,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_002_000094,STU_INST_002_0005,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000095,STU_INST_002_0005,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000096,STU_INST_002_0005,2025-09-09,Absent,False,False,False,False,False,False,False,Festival
ATT_INST_002_000097,STU_INST_002_0005,2025-09-10,Present,True,True,True,True,True,True,False,
ATT_INST_002_000098,STU_INST_002_0005,2025-09-11,Absent,False,False,False,False,False,False,False,Festival
ATT_INST_002_000099,STU_INST_002_0005,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000100,STU_INST_002_0005,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000101,STU_INST_002_0006,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000102,STU_INST_002_0006,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000103,STU_INST_002_0006,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_002_000104,STU_INST_002_0006,2025-08-21,Present,True,True,True,True,True,True,False,
ATT_INST_002_000105,STU_INST_002_0006,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_002_000106,STU_INST_002_0006,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000107,STU_INST_002_0006,2025-08-27,Present,True,True,False,True,True,True,True,
ATT_INST_002_000108,STU_INST_002_0006,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_002_000109,STU_INST_002_0006,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_002_000110,STU_INST_002_0006,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_002_000111,STU_INST_002_0006,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_002_000112,STU_INST_002_0006,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000113,STU_INST_002_0006,2025-09-04,Late,False,False,False,False,False,False,False,Festival
ATT_INST_002_000114,STU_INST_002_0006,2025-09-05,Present,True,True,True,True,False,True,True,
ATT_INST_002_000115,STU_INST_002_0006,2025-09-08,Half Day,False,False,False,False,False,False,False,Festival
ATT_INST_002_000116,STU_INST_002_0006,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_002_000117,STU_INST_002_0006,2025-09-10,Present,True,False,True,True,True,True,True,
ATT_INST_002_000118,STU_INST_002_0006,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_002_000119,STU_INST_002_0006,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000120,STU_INST_002_0006,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000121,STU_INST_002_0007,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000122,STU_INST_002_0007,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000123,STU_INST_002_0007,2025-08-20,Present,True,True,True,True,True,False,True,
ATT_INST_002_000124,STU_INST_002_0007,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_002_000125,STU_INST_002_0007,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_002_000126,STU_INST_002_0007,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000127,STU_INST_002_0007,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_002_000128,STU_INST_002_0007,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_002_000129,STU_INST_002_0007,2025-08-29,Present,True,True,True,True,False,True,True,
ATT_INST_002_000130,STU_INST_002_0007,2025-09-01,Present,True,True,True,True,True,True,False,
ATT_INST_002_000131,STU_INST_002_0007,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_002_000132,STU_INST_002_0007,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000133,STU_INST_002_0007,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_002_000134,STU_INST_002_0007,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000135,STU_INST_002_0007,2025-09-08,Present,True,False,True,True,True,True,True,
ATT_INST_002_000136,STU_INST_002_0007,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_002_000137,STU_INST_002_0007,2025-09-10,Present,True,True,True,False,True,True,True,
ATT_INST_002_000138,STU_INST_002_0007,2025-09-11,Excused,False,False,False,False,False,False,False,Transport Issue
ATT_INST_002_000139,STU_INST_002_0007,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000140,STU_INST_002_0007,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000141,STU_INST_002_0008,2025-08-18,Present,True,True,False,True,True,True,True,
ATT_INST_002_000142,STU_INST_002_0008,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000143,STU_INST_002_0008,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_002_000144,STU_INST_002_0008,2025-08-21,Excused,False,False,False,False,False,False,False,Festival
ATT_INST_002_000145,STU_INST_002_0008,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_002_000146,STU_INST_002_0008,2025-08-25,Late,False,False,False,False,False,False,False,Festival
ATT_INST_002_000147,STU_INST_002_0008,2025-08-27,Absent,False,False,False,False,False,False,False,Transport Issue
ATT_INST_002_000148,STU_INST_002_0008,2025-08-28,Late,False,False,False,False,False,False,False,Festival
ATT_INST_002_000149,STU_INST_002_0008,2025-08-29,Half Day,False,False,False,False,False,False,False,Fever
ATT_INST_002_000150,STU_INST_002_0008,2025-09-01,Present,True,True,True,True,True,True,False,
ATT_INST_002_000151,STU_INST_002_0008,2025-09-02,Late,False,False,False,False,False,False,False,Family Function
ATT_INST_002_000152,STU_INST_002_0008,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000153,STU_INST_002_0008,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_002_000154,STU_INST_002_0008,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000155,STU_INST_002_0008,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000156,STU_INST_002_0008,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_002_000157,STU_INST_002_0008,2025-09-10,Excused,False,False,False,False,False,False,False,No Reason Given
ATT_INST_002_000158,STU_INST_002_0008,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_002_000159,STU_INST_002_0008,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000160,STU_INST_002_0008,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000161,STU_INST_002_0009,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000162,STU_INST_002_0009,2025-08-19,Half Day,False,False,False,False,False,False,False,Festival
ATT_INST_002_000163,STU_INST_002_0009,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_002_000164,STU_INST_002_0009,2025-08-21,Absent,False,False,False,False,False,False,False,No Reason Given
ATT_INST_002_000165,STU_INST_002_0009,2025-08-22,Absent,False,False,False,False,False,False,False,Fever
ATT_INST_002_000166,STU_INST_002_0009,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000167,STU_INST_002_0009,2025-08-27,Late,False,False,False,False,False,False,False,No Reason Given
ATT_INST_002_000168,STU_INST_002_0009,2025-08-28,Late,False,False,False,False,False,False,False,No Reason Given
ATT_INST_002_000169,STU_INST_002_0009,2025-08-29,Late,False,False,False,False,False,False,False,No Reason Given
ATT_INST_002_000170,STU_INST_002_0009,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_002_000171,STU_INST_002_0009,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_002_000172,STU_INST_002_0009,2025-09-03,Present,True,True,True,True,True,False,True,
ATT_INST_002_000173,STU_INST_002_0009,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_002_000174,STU_INST_002_0009,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000175,STU_INST_002_0009,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000176,STU_INST_002_0009,2025-09-09,Excused,False,False,False,False,False,False,False,Fever
ATT_INST_002_000177,STU_INST_002_0009,2025-09-10,Late,False,False,False,False,False,False,False,Transport Issue
ATT_INST_002_000178,STU_INST_002_0009,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_002_000179,STU_INST_002_0009,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000180,STU_INST_002_0009,2025-09-15,Half Day,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_002_000181,STU_INST_002_0010,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000182,STU_INST_002_0010,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000183,STU_INST_002_0010,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_002_000184,STU_INST_002_0010,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_002_000185,STU_INST_002_0010,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_002_000186,STU_INST_002_0010,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000187,STU_INST_002_0010,2025-08-27,Present,True,True,True,True,False,True,True,
ATT_INST_002_000188,STU_INST_002_0010,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_002_000189,STU_INST_002_0010,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_002_000190,STU_INST_002_0010,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_002_000191,STU_INST_002_0010,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_002_000192,STU_INST_002_0010,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000193,STU_INST_002_0010,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_002_000194,STU_INST_002_0010,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000195,STU_INST_002_0010,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000196,STU_INST_002_0010,2025-09-09,Present,True,False,True,True,True,True,True,
ATT_INST_002_000197,STU_INST_002_0010,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_002_000198,STU_INST_002_0010,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_002_000199,STU_INST_002_0010,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000200,STU_INST_002_0010,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000201,STU_INST_002_0011,2025-08-18,Absent,False,False,False,False,False,False,False,Transport Issue
ATT_INST_002_000202,STU_INST_002_0011,2025-08-19,Half Day,False,False,False,False,False,False,False,Transport Issue
ATT_INST_002_000203,STU_INST_002_0011,2025-08-20,Absent,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_002_000204,STU_INST_002_0011,2025-08-21,Half Day,False,False,False,False,False,False,False,No Reason Given
ATT_INST_002_000205,STU_INST_002_0011,2025-08-22,Half Day,False,False,False,False,False,False,False,Family Function
ATT_INST_002_000206,STU_INST_002_0011,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000207,STU_INST_002_0011,2025-08-27,Excused,False,False,False,False,False,False,False,Fever
ATT_INST_002_000208,STU_INST_002_0011,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_002_000209,STU_INST_002_0011,2025-08-29,Present,True,True,False,True,True,True,True,
ATT_INST_002_000210,STU_INST_002_0011,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_002_000211,STU_INST_002_0011,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_002_000212,STU_INST_002_0011,2025-09-03,Absent,False,False,False,False,False,False,False,Transport Issue
ATT_INST_002_000213,STU_INST_002_0011,2025-09-04,Absent,False,False,False,False,False,False,False,Family Function
ATT_INST_002_000214,STU_INST_002_0011,2025-09-05,Present,True,False,False,True,True,True,True,
ATT_INST_002_000215,STU_INST_002_0011,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000216,STU_INST_002_0011,2025-09-09,Present,True,False,True,True,True,True,True,
ATT_INST_002_000217,STU_INST_002_0011,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_002_000218,STU_INST_002_0011,2025-09-11,Excused,False,False,False,False,False,False,False,Fever
ATT_INST_002_000219,STU_INST_002_0011,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000220,STU_INST_002_0011,2025-09-15,Excused,False,False,False,False,False,False,False,No Reason Given
ATT_INST_002_000221,STU_INST_002_0012,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000222,STU_INST_002_0012,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000223,STU_INST_002_0012,2025-08-20,Excused,False,False,False,False,False,False,False,Family Function
ATT_INST_002_000224,STU_INST_002_0012,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_002_000225,STU_INST_002_0012,2025-08-22,Half Day,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_002_000226,STU_INST_002_0012,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000227,STU_INST_002_0012,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_002_000228,STU_INST_002_0012,2025-08-28,Half Day,False,False,False,False,False,False,False,Family Function
ATT_INST_002_000229,STU_INST_002_0012,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_002_000230,STU_INST_002_0012,2025-09-01,Absent,False,False,False,False,False,False,False,Family Function
ATT_INST_002_000231,STU_INST_002_0012,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_002_000232,STU_INST_002_0012,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000233,STU_INST_002_0012,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_002_000234,STU_INST_002_0012,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000235,STU_INST_002_0012,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000236,STU_INST_002_0012,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_002_000237,STU_INST_002_0012,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_002_000238,STU_INST_002_0012,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_002_000239,STU_INST_002_0012,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000240,STU_INST_002_0012,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000241,STU_INST_002_0013,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000242,STU_INST_002_0013,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000243,STU_INST_002_0013,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_002_000244,STU_INST_002_0013,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_002_000245,STU_INST_002_0013,2025-08-22,Present,True,True,True,True,True,True,True,
ATT_INST_002_000246,STU_INST_002_0013,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000247,STU_INST_002_0013,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_002_000248,STU_INST_002_0013,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_002_000249,STU_INST_002_0013,2025-08-29,Present,True,True,True,True,True,True,True,
ATT_INST_002_000250,STU_INST_002_0013,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_002_000251,STU_INST_002_0013,2025-09-02,Present,True,True,True,True,True,True,True,
ATT_INST_002_000252,STU_INST_002_0013,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000253,STU_INST_002_0013,2025-09-04,Present,True,True,True,True,True,True,True,
ATT_INST_002_000254,STU_INST_002_0013,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000255,STU_INST_002_0013,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000256,STU_INST_002_0013,2025-09-09,Excused,False,False,False,False,False,False,False,Medical Appointment
ATT_INST_002_000257,STU_INST_002_0013,2025-09-10,Present,True,True,False,True,True,True,True,
ATT_INST_002_000258,STU_INST_002_0013,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_002_000259,STU_INST_002_0013,2025-09-12,Present,True,True,True,True,True,True,True,
ATT_INST_002_000260,STU_INST_002_0013,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000261,STU_INST_002_0014,2025-08-18,Present,True,True,False,True,True,True,True,
ATT_INST_002_000262,STU_INST_002_0014,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000263,STU_INST_002_0014,2025-08-20,Present,True,True,True,True,True,True,True,
ATT_INST_002_000264,STU_INST_002_0014,2025-08-21,Present,True,True,True,True,True,True,True,
ATT_INST_002_000265,STU_INST_002_0014,2025-08-22,Present,True,True,True,True,False,True,True,
ATT_INST_002_000266,STU_INST_002_0014,2025-08-25,Present,True,True,True,True,True,True,True,
ATT_INST_002_000267,STU_INST_002_0014,2025-08-27,Present,True,True,True,True,True,True,True,
ATT_INST_002_000268,STU_INST_002_0014,2025-08-28,Present,True,True,True,True,True,True,True,
ATT_INST_002_000269,STU_INST_002_0014,2025-08-29,Present,True,True,True,False,True,True,True,
ATT_INST_002_000270,STU_INST_002_0014,2025-09-01,Present,True,True,True,True,True,True,True,
ATT_INST_002_000271,STU_INST_002_0014,2025-09-02,Present,True,True,True,True,False,True,True,
ATT_INST_002_000272,STU_INST_002_0014,2025-09-03,Present,True,True,True,True,True,True,True,
ATT_INST_002_000273,STU_INST_002_0014,2025-09-04,Present,True,True,True,True,False,True,True,
ATT_INST_002_000274,STU_INST_002_0014,2025-09-05,Present,True,True,True,True,True,True,True,
ATT_INST_002_000275,STU_INST_002_0014,2025-09-08,Present,True,True,True,True,True,True,True,
ATT_INST_002_000276,STU_INST_002_0014,2025-09-09,Present,True,True,True,True,True,True,True,
ATT_INST_002_000277,STU_INST_002_0014,2025-09-10,Present,True,True,True,True,True,True,True,
ATT_INST_002_000278,STU_INST_002_0014,2025-09-11,Present,True,True,True,True,True,True,True,
ATT_INST_002_000279,STU_INST_002_0014,2025-09-12,Present,True,True,True,True,True,True,False,
ATT_INST_002_000280,STU_INST_002_0014,2025-09-15,Present,True,True,True,True,True,True,True,
ATT_INST_002_000281,STU_INST_002_0015,2025-08-18,Present,True,True,True,True,True,True,True,
ATT_INST_002_000282,STU_INST_002_0015,2025-08-19,Present,True,True,True,True,True,True,True,
ATT_INST_002_000283,STU_INST_002_0015,2025-08-20,Present,True,True,True,True,False,True,True,
ATT_INST_002_000284,STU_INST_002_0015,2025-08-21,Present,True,True,True,True,True,True,True,
