fee_id,student_id,fee_type,academic_year,quarter,due_date,amount_due,amount_paid,balance,payment_status,last_payment_date,payment_method,late_fee
FEE_INST_002_000061,STU_INST_002_0011,Sports Fee,2024-25,Q3,2025-11-26,3125,0,3125,Pending,,,173
FEE_INST_002_000062,STU_INST_002_0011,Library Fee,2024-25,Q1,2025-10-31,4277,0,4277,Pending,,,0
FEE_INST_002_000063,STU_INST_002_0012,Sports Fee,2024-25,Q2,2025-11-30,3825,1912,1913,Partial,2025-08-02,Online Banking,0
FEE_INST_002_000064,STU_INST_002_0012,Admission Fee,2024-25,Q2,2025-11-21,13326,6663,6663,Partial,2025-06-26,Online Banking,373
FEE_INST_002_000065,STU_INST_002_0012,Annual Function Fee,2024-25,Q2,2025-08-03,5553,2776,2777,Partial,2025-06-19,Cheque,181
FEE_INST_002_000066,STU_INST_002_0012,Tuition Fee,2024-25,Q4,2025-09-19,38593,19296,19297,Partial,2025-05-20,Cash,0
FEE_INST_002_000067,STU_INST_002_0012,Computer Fee,2024-25,Q4,2025-12-12,3236,1618,1618,Partial,2025-09-12,Card Payment,0
FEE_INST_002_000068,STU_INST_002_0012,Activity Fee,2024-25,Q2,2025-09-21,3450,1725,1725,Partial,2025-06-12,Cash,162
FEE_INST_002_000069,STU_INST_002_0012,Development Fee,2024-25,Q4,2025-09-01,3968,1984,1984,Partial,2025-05-24,DD,341
FEE_INST_002_000070,STU_INST_002_0013,Admission Fee,2024-25,Q2,2025-10-22,13371,6685,6686,Partial,2025-08-09,UPI,0
FEE_INST_002_000071,STU_INST_002_0013,Tuition Fee,2024-25,Q3,2025-08-24,36097,18048,18049,Partial,2025-05-19,Cash,0
FEE_INST_002_000072,STU_INST_002_0013,Exam Fee,2024-25,Q1,2025-10-08,6430,3215,3215,Partial,2025-09-12,Online Banking,0
FEE_INST_002_000073,STU_INST_002_0013,Sports Fee,2024-25,Q3,2025-11-15,4995,2497,2498,Partial,2025-07-17,Cheque,0
FEE_INST_002_000074,STU_INST_002_0014,Activity Fee,2024-25,Q2,2025-09-18,5367,5367,0,Paid,2025-08-12,Online Banking,0
FEE_INST_002_000075,STU_INST_002_0014,Exam Fee,2024-25,Q1,2025-11-24,5832,5832,0,Paid,2025-07-18,Card Payment,0
FEE_INST_002_000076,STU_INST_002_0014,Annual Function Fee,2024-25,Q1,2025-10-07,3601,3601,0,Paid,2025-07-29,UPI,0
FEE_INST_002_000077,STU_INST_002_0014,Development Fee,2024-25,Q3,2025-11-06,3896,3896,0,Paid,2025-08-05,UPI,0
FEE_INST_002_000078,STU_INST_002_0014,Library Fee,2024-25,Q4,2025-08-17,2431,2431,0,Paid,2025-09-08,Online Banking,0
FEE_INST_002_000079,STU_INST_002_0014,Sports Fee,2024-25,Q4,2025-09-25,2155,2155,0,Paid,2025-07-07,Card Payment,0
FEE_INST_002_000080,STU_INST_002_0015,Transport Fee,2024-25,Q1,2025-10-29,19027,9513,9514,Partial,2025-08-16,Online Banking,177
FEE_INST_002_000081,STU_INST_002_0015,Admission Fee,2024-25,Q4,2025-10-04,14096,7048,7048,Partial,2025-08-24,Cheque,0
FEE_INST_002_000082,STU_INST_002_0015,Exam Fee,2024-25,Q3,2025-12-11,3468,1734,1734,Partial,2025-07-05,Online Banking,0
FEE_INST_002_000083,STU_INST_002_0015,Annual Function Fee,2024-25,Q2,2025-08-06,4561,2280,2281,Partial,2025-08-06,Cheque,0
FEE_INST_002_000084,STU_INST_002_0015,Library Fee,2024-25,Q3,2025-10-14,7629,3814,3815,Partial,2025-06-06,Cheque,347
FEE_INST_002_000085,STU_INST_002_0016,Development Fee,2024-25,Q1,2025-08-17,4613,2306,2307,Partial,2025-05-19,UPI,0
FEE_INST_002_000086,STU_INST_002_0016,Admission Fee,2024-25,Q3,2025-08-21,13587,6793,6794,Partial,2025-08-19,Card Payment,0
FEE_INST_002_000087,STU_INST_002_0016,Transport Fee,2024-25,Q2,2025-10-22,10103,5051,5052,Partial,2025-09-03,Cheque,0
FEE_INST_002_000088,STU_INST_002_0016,Activity Fee,2024-25,Q3,2025-09-02,3364,1682,1682,Partial,2025-07-25,Cheque,0
FEE_INST_002_000089,STU_INST_002_0016,Lab Fee,2024-25,Q1,2025-11-18,7545,3772,3773,Partial,2025-08-17,Online Banking,394
FEE_INST_002_000090,STU_INST_002_0016,Library Fee,2024-25,Q3,2025-09-15,5435,2717,2718,Partial,2025-06-30,Card Payment,0
FEE_INST_002_000091,STU_INST_002_0016,Sports Fee,2024-25,Q3,2025-08-03,2300,1150,1150,Partial,2025-08-16,Online Banking,0
FEE_INST_002_000092,STU_INST_002_0017,Computer Fee,2024-25,Q2,2025-10-14,5513,0,5513,Pending,,,0
FEE_INST_002_000093,STU_INST_002_0017,Tuition Fee,2024-25,Q3,2025-11-08,44061,0,44061,Pending,,,0
FEE_INST_002_000094,STU_INST_002_0017,Transport Fee,2024-25,Q3,2025-10-18,9778,0,9778,Pending,,,0
FEE_INST_002_000095,STU_INST_002_0017,Exam Fee,2024-25,Q1,2025-10-17,2966,0,2966,Pending,,,0
FEE_INST_002_000096,STU_INST_002_0018,Development Fee,2024-25,Q4,2025-11-24,2554,0,2554,Pending,,,0
FEE_INST_002_000097,STU_INST_002_0018,Computer Fee,2024-25,Q4,2025-10-11,4681,0,4681,Pending,,,0
FEE_INST_002_000098,STU_INST_002_0018,Sports Fee,2024-25,Q2,2025-08-29,4927,0,4927,Pending,,,410
FEE_INST_002_000099,STU_INST_002_0018,Transport Fee,2024-25,Q4,2025-10-10,15485,0,15485,Pending,,,362
FEE_INST_002_000100,STU_INST_002_0018,Annual Function Fee,2024-25,Q4,2025-09-11,4025,0,4025,Pending,,,0
FEE_INST_002_000101,STU_INST_002_0018,Activity Fee,2024-25,Q3,2025-12-01,5452,0,5452,Pending,,,121
FEE_INST_002_000102,STU_INST_002_0018,Lab Fee,2024-25,Q4,2025-11-12,2371,0,2371,Pending,,,0
FEE_INST_002_000103,STU_INST_002_0019,Activity Fee,2024-25,Q1,2025-11-10,7595,3797,3798,Partial,2025-07-12,Card Payment,0
FEE_INST_002_000104,STU_INST_002_0019,Development Fee,2024-25,Q3,2025-09-02,6623,3311,3312,Partial,2025-09-02,Card Payment,299
FEE_INST_002_000105,STU_INST_002_0019,Transport Fee,2024-25,Q1,2025-10-10,10738,5369,5369,Partial,2025-06-10,Cheque,0
FEE_INST_002_000106,STU_INST_002_0019,Library Fee,2024-25,Q4,2025-11-05,2379,1189,1190,Partial,2025-07-30,DD,0
FEE_INST_002_000107,STU_INST_002_0019,Lab Fee,2024-25,Q4,2025-10-24,7399,3699,3700,Partial,2025-09-03,UPI,0
FEE_INST_002_000108,STU_INST_002_0019,Annual Function Fee,2024-25,Q4,2025-11-26,5704,2852,2852,Partial,2025-08-05,UPI,0
FEE_INST_002_000109,STU_INST_002_0019,Computer Fee,2024-25,Q4,2025-08-03,6741,3370,3371,Partial,2025-07-03,Online Banking,0
FEE_INST_002_000110,STU_INST_002_0020,Annual Function Fee,2024-25,Q2,2025-10-22,4973,4973,0,Paid,2025-06-15,Online Banking,0
FEE_INST_002_000111,STU_INST_002_0020,Transport Fee,2024-25,Q1,2025-10-13,19285,19285,0,Paid,2025-09-13,DD,0
FEE_INST_002_000112,STU_INST_002_0020,Admission Fee,2024-25,Q1,2025-11-24,6735,6735,0,Paid,2025-08-08,UPI,0
FEE_INST_002_000113,STU_INST_002_0020,Library Fee,2024-25,Q2,2025-09-17,3553,3553,0,Paid,2025-08-15,DD,0
FEE_INST_002_000114,STU_INST_002_0021,Lab Fee,2024-25,Q2,2025-09-15,5003,2501,2502,Partial,2025-08-18,UPI,0
FEE_INST_002_000115,STU_INST_002_0021,Transport Fee,2024-25,Q4,2025-11-08,13836,6918,6918,Partial,2025-08-08,Online Banking,0
FEE_INST_002_000116,STU_INST_002_0021,Admission Fee,2024-25,Q3,2025-11-04,5288,2644,2644,Partial,2025-06-16,UPI,0
FEE_INST_002_000117,STU_INST_002_0021,Exam Fee,2024-25,Q3,2025-09-01,4638,2319,2319,Partial,2025-06-29,Card Payment,476
FEE_INST_002_000118,STU_INST_002_0021,Tuition Fee,2024-25,Q3,2025-10-15,20996,10498,10498,Partial,2025-08-18,Cash,0
FEE_INST_002_000119,STU_INST_002_0021,Development Fee,2024-25,Q4,2025-08-27,3630,1815,1815,Partial,2025-09-09,Online Banking,0
FEE_INST_002_000120,STU_INST_002_0021,Activity Fee,2024-25,Q1,2025-08-23,3480,1740,1740,Partial,2025-09-02,Card Payment,149
FEE_INST_002_000121,STU_INST_002_0022,Lab Fee,2024-25,Q2,2025-11-28,2947,2947,0,Paid,2025-05-25,Card Payment,0
FEE_INST_002_000122,STU_INST_002_0022,Sports Fee,2024-25,Q2,2025-11-10,2753,2753,0,Paid,2025-08-16,DD,0
FEE_INST_002_000123,STU_INST_002_0022,Development Fee,2024-25,Q1,2025-09-25,2134,2134,0,Paid,2025-05-22,DD,0
FEE_INST_002_000124,STU_INST_002_0022,Exam Fee,2024-25,Q4,2025-08-25,7743,7743,0,Paid,2025-09-05,Cheque,0
FEE_INST_002_000125,STU_INST_002_0022,Library Fee,2024-25,Q2,2025-11-17,4236,4236,0,Paid,2025-08-27,Card Payment,0
FEE_INST_002_000126,STU_INST_002_0023,Admission Fee,2024-25,Q3,2025-09-09,9937,9937,0,Paid,2025-07-11,Cheque,0
FEE_INST_002_000127,STU_INST_002_0023,Activity Fee,2024-25,Q2,2025-11-06,3609,3609,0,Paid,2025-09-01,Cash,0
FEE_INST_002_000128,STU_INST_002_0023,Development Fee,2024-25,Q1,2025-12-07,5572,5572,0,Paid,2025-07-06,Cheque,0
FEE_INST_002_000129,STU_INST_002_0023,Transport Fee,2024-25,Q3,2025-10-30,17958,17958,0,Paid,2025-07-07,DD,0
FEE_INST_002_000130,STU_INST_002_0023,Tuition Fee,2024-25,Q3,2025-11-01,29839,29839,0,Paid,2025-07-25,UPI,0
FEE_INST_002_000131,STU_INST_002_0023,Annual Function Fee,2024-25,Q3,2025-09-12,6743,6743,0,Paid,2025-08-01,UPI,0
FEE_INST_002_000132,STU_INST_002_0023,Computer Fee,2024-25,Q1,2025-09-05,2095,2095,0,Paid,2025-07-18,Card Payment,0
FEE_INST_002_000133,STU_INST_002_0024,Development Fee,2024-25,Q1,2025-09-24,3260,0,3260,Pending,,,398
FEE_INST_002_000134,STU_INST_002_0024,Lab Fee,2024-25,Q2,2025-09-23,5104,0,5104,Pending,,,327
FEE_INST_002_000135,STU_INST_002_0024,Annual Function Fee,2024-25,Q1,2025-08-11,2498,0,2498,Pending,,,0
FEE_INST_002_000136,STU_INST_002_0024,Transport Fee,2024-25,Q1,2025-10-25,19448,0,19448,Pending,,,500
FEE_INST_002_000137,STU_INST_002_0024,Computer Fee,2024-25,Q3,2025-11-29,6365,0,6365,Pending,,,453
FEE_INST_002_000138,STU_INST_002_0024,Tuition Fee,2024-25,Q2,2025-09-18,31627,0,31627,Pending,,,0
FEE_INST_002_000139,STU_INST_002_0025,Tuition Fee,2024-25,Q3,2025-09-22,40962,0,40962,Pending,,,0
FEE_INST_002_000140,STU_INST_002_0025,Admission Fee,2024-25,Q2,2025-09-19,10434,0,10434,Pending,,,386
FEE_INST_002_000141,STU_INST_002_0025,Library Fee,2024-25,Q2,2025-10-28,3624,0,3624,Pending,,,0
FEE_INST_002_000142,STU_INST_002_0025,Development Fee,2024-25,Q1,2025-09-04,7521,0,7521,Pending,,,0
FEE_INST_002_000143,STU_INST_002_0025,Activity Fee,2024-25,Q2,2025-10-31,5365,0,5365,Pending,,,0
FEE_INST_002_000144,STU_INST_002_0026,Activity Fee,2024-25,Q4,2025-08-04,5979,0,5979,Pending,,,195
FEE_INST_002_000145,STU_INST_002_0026,Annual Function Fee,2024-25,Q1,2025-09-07,7637,0,7637,Pending,,,385
FEE_INST_002_000146,STU_INST_002_0026,Sports Fee,2024-25,Q1,2025-10-09,6398,0,6398,Pending,,,188
FEE_INST_002_000147,STU_INST_002_0026,Lab Fee,2024-25,Q4,2025-10-03,7800,0,7800,Pending,,,292
FEE_INST_002_000148,STU_INST_002_0026,Transport Fee,2024-25,Q4,2025-11-11,16346,0,16346,Pending,,,212
FEE_INST_002_000149,STU_INST_002_0026,Exam Fee,2024-25,Q4,2025-08-09,3631,0,3631,Pending,,,0
FEE_INST_002_000150,STU_INST_002_0027,Annual Function Fee,2024-25,Q2,2025-09-01,3205,0,3205,Pending,,,0
FEE_INST_002_000151,STU_INST_002_0027,Exam Fee,2024-25,Q2,2025-08-25,3191,0,3191,Pending,,,0
FEE_INST_002_000152,STU_INST_002_0027,Development Fee,2024-25,Q2,2025-11-03,5250,0,5250,Pending,,,0
FEE_INST_002_000153,STU_INST_002_0027,Activity Fee,2024-25,Q2,2025-12-12,7046,0,7046,Pending,,,0
FEE_INST_002_000154,STU_INST_002_0027,Lab Fee,2024-25,Q3,2025-09-20,3385,0,3385,Pending,,,0
FEE_INST_002_000155,STU_INST_002_0027,Computer Fee,2024-25,Q4,2025-12-03,6851,0,6851,Pending,,,0
FEE_INST_002_000156,STU_INST_002_0028,Transport Fee,2024-25,Q4,2025-09-30,8961,4480,4481,Partial,2025-09-07,DD,0
FEE_INST_002_000157,STU_INST_002_0028,Library Fee,2024-25,Q2,2025-10-23,5844,2922,2922,Partial,2025-06-30,DD,0
FEE_INST_002_000158,STU_INST_002_0028,Computer Fee,2024-25,Q1,2025-10-26,4443,2221,2222,Partial,2025-09-08,Online Banking,475
FEE_INST_002_000159,STU_INST_002_0028,Activity Fee,2024-25,Q1,2025-11-10,5104,2552,2552,Partial,2025-06-27,DD,477
FEE_INST_002_000160,STU_INST_002_0028,Tuition Fee,2024-25,Q2,2025-08-24,23828,11914,11914,Partial,2025-09-06,Online Banking,0
FEE_INST_002_000161,STU_INST_002_0028,Sports Fee,2024-25,Q3,2025-10-02,7018,3509,3509,Partial,2025-07-31,Card Payment,0
FEE_INST_002_000162,STU_INST_002_0029,Admission Fee,2024-25,Q4,2025-11-05,10922,5461,5461,Partial,2025-08-15,Card Payment,351
FEE_INST_002_000163,STU_INST_002_0029,Sports Fee,2024-25,Q2,2025-10-14,2587,1293,1294,Partial,2025-06-25,UPI,0
FEE_INST_002_000164,STU_INST_002_0029,Transport Fee,2024-25,Q4,2025-12-04,10587,5293,5294,Partial,2025-08-15,UPI,0
FEE_INST_002_000165,STU_INST_002_0029,Tuition Fee,2024-25,Q4,2025-12-09,47790,23895,23895,Partial,2025-07-31,Cash,0
FEE_INST_002_000166,STU_INST_002_0029,Library Fee,2024-25,Q1,2025-09-19,3577,1788,1789,Partial,2025-06-16,Cash,0
FEE_INST_002_000167,STU_INST_002_0030,Computer Fee,2024-25,Q1,2025-11-20,7005,7005,0,Paid,2025-09-03,DD,0
FEE_INST_002_000168,STU_INST_002_0030,Exam Fee,2024-25,Q4,2025-09-10,4778,4778,0,Paid,2025-09-03,DD,0
FEE_INST_002_000169,STU_INST_002_0030,Annual Function Fee,2024-25,Q2,2025-08-27,4505,4505,0,Paid,2025-06-12,UPI,0
FEE_INST_002_000170,STU_INST_002_0030,Activity Fee,2024-25,Q3,2025-10-20,5666,5666,0,Paid,2025-08-19,Cheque,0
FEE_INST_002_000171,STU_INST_002_0030,Transport Fee,2024-25,Q2,2025-10-28,16048,16048,0,Paid,2025-07-20,UPI,0
FEE_INST_002_000172,STU_INST_002_0030,Sports Fee,2024-25,Q2,2025-10-08,3939,3939,0,Paid,2025-07-21,Online Banking,0
FEE_INST_002_000173,STU_INST_002_0031,Library Fee,2024-25,Q4,2025-10-02,6296,0,6296,Pending,,,0
FEE_INST_002_000174,STU_INST_002_0031,Annual Function Fee,2024-25,Q4,2025-11-10,4141,0,4141,Pending,,,462
FEE_INST_002_000175,STU_INST_002_0031,Development Fee,2024-25,Q3,2025-09-23,4962,0,4962,Pending,,,290
FEE_INST_002_000176,STU_INST_002_0031,Sports Fee,2024-25,Q4,2025-09-21,5719,0,5719,Pending,,,0
FEE_INST_002_000177,STU_INST_002_0031,Lab Fee,2024-25,Q4,2025-09-08,2233,0,2233,Pending,,,0
FEE_INST_002_000178,STU_INST_002_0032,Exam Fee,2024-25,Q4,2025-09-24,4156,0,4156,Pending,,,0
FEE_INST_002_000179,STU_INST_002_0032,Activity Fee,2024-25,Q2,2025-12-08,6660,0,6660,Pending,,,0
FEE_INST_002_000180,STU_INST_002_0032,Library Fee,2024-25,Q3,2025-08-09,2831,0,2831,Pending,,,0
FEE_INST_002_000181,STU_INST_002_0032,Development Fee,2024-25,Q2,2025-12-03,3225,0,3225,Pending,,,0
FEE_INST_002_000182,STU_INST_002_0032,Transport Fee,2024-25,Q4,2025-11-08,17158,0,17158,Pending,,,0
FEE_INST_002_000183,STU_INST_002_0032,Annual Function Fee,2024-25,Q2,2025-08-18,2723,0,2723,Pending,,,0
FEE_INST_002_000184,STU_INST_002_0032,Lab Fee,2024-25,Q4,2025-08-31,4958,0,4958,Pending,,,147
FEE_INST_002_000185,STU_INST_002_0033,Lab Fee,2024-25,Q1,2025-11-30,4855,4855,0,Paid,2025-07-02,UPI,0
FEE_INST_002_000186,STU_INST_002_0033,Computer Fee,2024-25,Q2,2025-12-01,3346,3346,0,Paid,2025-07-23,Cash,0
FEE_INST_002_000187,STU_INST_002_0033,Tuition Fee,2024-25,Q3,2025-11-09,38742,38742,0,Paid,2025-08-25,Cheque,0
FEE_INST_002_000188,STU_INST_002_0033,Exam Fee,2024-25,Q2,2025-08-16,3635,3635,0,Paid,2025-09-02,Card Payment,0
FEE_INST_002_000189,STU_INST_002_0034,Lab Fee,2024-25,Q4,2025-10-18,7273,0,7273,Pending,,,0
FEE_INST_002_000190,STU_INST_002_0034,Tuition Fee,2024-25,Q1,2025-08-02,23827,0,23827,Pending,,,0
FEE_INST_002_000191,STU_INST_002_0034,Library Fee,2024-25,Q1,2025-09-01,5852,0,5852,Pending,,,0
FEE_INST_002_000192,STU_INST_002_0034,Sports Fee,2024-25,Q2,2025-11-21,4939,0,4939,Pending,,,364
FEE_INST_002_000193,STU_INST_002_0035,Activity Fee,2024-25,Q4,2025-10-28,4868,2434,2434,Partial,2025-09-10,Cheque,0
FEE_INST_002_000194,STU_INST_002_0035,Computer Fee,2024-25,Q1,2025-10-25,4542,2271,2271,Partial,2025-05-23,Card Payment,200
FEE_INST_002_000195,STU_INST_002_0035,Library Fee,2024-25,Q1,2025-12-04,4046,2023,2023,Partial,2025-08-30,UPI,135
FEE_INST_002_000196,STU_INST_002_0035,Annual Function Fee,2024-25,Q4,2025-10-26,5105,2552,2553,Partial,2025-07-23,UPI,0
FEE_INST_002_000197,STU_INST_002_0035,Sports Fee,2024-25,Q3,2025-10-13,4062,2031,2031,Partial,2025-06-25,Card Payment,0
FEE_INST_002_000198,STU_INST_002_0036,Development Fee,2024-25,Q3,2025-08-27,7416,3708,3708,Partial,2025-06-29,Online Banking,0
FEE_INST_002_000199,STU_INST_002_0036,Computer Fee,2024-25,Q2,2025-08-30,3136,1568,1568,Partial,2025-07-11,UPI,0
FEE_INST_002_000200,STU_INST_002_0036,Sports Fee,2024-25,Q1,2025-11-23,6879,3439,3440,Partial,2025-06-20,Cash,0
FEE_INST_002_000201,STU_INST_002_0036,Annual Function Fee,2024-25,Q1,2025-09-05,5697,2848,2849,Partial,2025-06-23,DD,102
