incident_id,student_id,date,incident_type,severity,description,reported_by,action_taken,parent_informed,follow_up_required,resolved,counselor_involved
BEH_INST_001_000014,STU_INST_001_0019,2025-04-23,Classroom Disruption,Severe,Student involved in classroom disruption during class hours,Discipline Incharge Kabir Mittal,Behavior Contract,False,True,True,False
BEH_INST_001_000015,STU_INST_001_0020,2025-05-05,Incomplete Homework,Major,Student involved in incomplete homework during assembly,Subject Teacher Avni Tiwari,Written Warning,True,True,True,False
BEH_INST_001_000016,STU_INST_001_0021,2025-07-18,Incomplete Homework,Major,Student involved in incomplete homework during class hours,Subject Teacher Rekha Sarkar,After School Detention,False,False,False,False
BEH_INST_001_000017,STU_INST_001_0021,2025-04-22,Verbal Abuse,Major,Student involved in verbal abuse during sports period,Subject Teacher Aarav Patel,Verbal Warning,False,False,True,True
BEH_INST_001_000018,STU_INST_001_0023,2025-07-30,Bullying,Major,Student involved in bullying during sports period,Principal Advait Shukla,Community Service,False,True,True,False
BEH_INST_001_000019,STU_INST_001_0023,2025-09-05,Bullying,Moderate,Student involved in bullying during class hours,Subject Teacher Sapna Kamath,Community Service,False,True,True,False
BEH_INST_001_000020,STU_INST_001_0026,2025-04-07,Uniform Violation,Moderate,Student involved in uniform violation during assembly,Discipline Incharge Nitin Patil,Verbal Warning,True,False,True,False
BEH_INST_001_000021,STU_INST_001_0027,2025-03-18,Uniform Violation,Moderate,Student involved in uniform violation during class hours,Subject Teacher Ishika Dubey,Apology Letter,True,True,False,False
BEH_INST_001_000022,STU_INST_001_0027,2025-03-04,Cheating in Exam,Moderate,Student involved in cheating in exam during sports period,Subject Teacher Avni Pal,Verbal Warning,True,False,True,False
BEH_INST_001_000023,STU_INST_001_0028,2025-09-01,Classroom Disruption,Severe,Student involved in classroom disruption during class hours,Principal Rekha Kar,Counseling,True,False,False,False
BEH_INST_001_000024,STU_INST_001_0028,2025-08-02,Mobile Phone Usage,Minor,Student involved in mobile phone usage during break time,Class Teacher Aditya Bose,Apology Letter,False,False,True,False
BEH_INST_001_000025,STU_INST_001_0029,2025-09-06,Classroom Disruption,Minor,Student involved in classroom disruption during assembly,Subject Teacher Shreya Singh,Community Service,False,False,True,False
BEH_INST_001_000026,STU_INST_001_0030,2025-09-08,Damage to Property,Minor,Student involved in damage to property during class hours,Class Teacher Sai Jadhav,Community Service,True,False,True,False
BEH_INST_001_000027,STU_INST_001_0030,2025-07-17,Late Coming,Major,Student involved in late coming during assembly,Principal Seema Malhotra,Community Service,False,False,False,False
BEH_INST_001_000028,STU_INST_001_0031,2025-07-30,Fighting,Severe,Student involved in fighting during class hours,Discipline Incharge Kavya Kulkarni,Community Service,True,True,False,True
BEH_INST_001_000029,STU_INST_001_0031,2025-07-05,Incomplete Homework,Moderate,Student involved in incomplete homework during break time,Principal Karan Chopra,Apology Letter,True,True,True,False
BEH_INST_001_000030,STU_INST_001_0033,2025-08-16,Mobile Phone Usage,Minor,Student involved in mobile phone usage during class hours,Discipline Incharge Kavita Joshi,Behavior Contract,False,False,True,False
BEH_INST_001_000031,STU_INST_001_0035,2025-05-15,Cheating in Exam,Severe,Student involved in cheating in exam during class hours,Subject Teacher Kavita Agarwal,Written Warning,False,False,True,False
BEH_INST_001_000032,STU_INST_001_0037,2025-03-09,Incomplete Homework,Minor,Student involved in incomplete homework during assembly,Discipline Incharge Seema Mandal,Apology Letter,False,False,True,False
BEH_INST_001_000033,STU_INST_001_0037,2025-05-10,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during assembly,Discipline Incharge Riya Kumar,Counseling,False,False,True,False
BEH_INST_001_000034,STU_INST_001_0040,2025-06-21,Damage to Property,Major,Student involved in damage to property during sports period,Subject Teacher Yash Khanna,Behavior Contract,True,False,False,False
BEH_INST_001_000035,STU_INST_001_0041,2025-07-17,Late Coming,Moderate,Student involved in late coming during assembly,Class Teacher Navya Desai,Verbal Warning,False,True,True,False
BEH_INST_001_000036,STU_INST_001_0042,2025-09-14,Fighting,Severe,Student involved in fighting during assembly,Subject Teacher Ishaan Menon,Apology Letter,False,False,False,True
BEH_INST_001_000037,STU_INST_001_0042,2025-05-05,Fighting,Major,Student involved in fighting during break time,Discipline Incharge Abhishek Trivedi,Suspension,False,True,False,False
BEH_INST_001_000038,STU_INST_001_0043,2025-07-18,Mobile Phone Usage,Major,Student involved in mobile phone usage during sports period,Subject Teacher Kavya Kamath,Parent Meeting,False,True,True,False
BEH_INST_001_000039,STU_INST_001_0044,2025-04-08,Incomplete Homework,Major,Student involved in incomplete homework during class hours,Discipline Incharge Vihaan Mukherjee,After School Detention,True,False,False,False
BEH_INST_001_000040,STU_INST_001_0044,2025-04-17,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during assembly,Subject Teacher Sana Rao,Counseling,False,True,True,False
BEH_INST_001_000041,STU_INST_001_0044,2025-06-16,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during assembly,Subject Teacher Deepak Aggarwal,Parent Meeting,True,True,True,False
BEH_INST_001_000042,STU_INST_001_0045,2025-08-21,Verbal Abuse,Moderate,Student involved in verbal abuse during assembly,Subject Teacher Suresh Krishnan,Verbal Warning,False,False,True,False
BEH_INST_001_000043,STU_INST_001_0045,2025-04-22,Mobile Phone Usage,Minor,Student involved in mobile phone usage during break time,Subject Teacher Rudra Srivastava,Counseling,True,False,False,False
BEH_INST_001_000044,STU_INST_001_0045,2025-07-18,Damage to Property,Moderate,Student involved in damage to property during class hours,Principal Rudra Pawar,Suspension,False,False,True,False
BEH_INST_001_000045,STU_INST_001_0045,2025-05-20,Damage to Property,Severe,Student involved in damage to property during class hours,Class Teacher Rudra Jindal,Suspension,True,True,True,False
BEH_INST_001_000046,STU_INST_001_0047,2025-08-30,Late Coming,Moderate,Student involved in late coming during break time,Class Teacher Riya Agarwal,Apology Letter,True,True,True,False
BEH_INST_001_000047,STU_INST_001_0047,2025-06-18,Bunking Classes,Minor,Student involved in bunking classes during class hours,Class Teacher Maya Kumar,Suspension,False,False,True,False
BEH_INST_001_000048,STU_INST_001_0048,2025-07-26,Classroom Disruption,Minor,Student involved in classroom disruption during class hours,Subject Teacher Yash Arora,Parent Meeting,True,False,False,False
BEH_INST_001_000049,STU_INST_001_0049,2025-06-25,Uniform Violation,Major,Student involved in uniform violation during assembly,Discipline Incharge Kabir Iyer,Behavior Contract,True,True,False,False
BEH_INST_001_000050,STU_INST_001_0049,2025-06-11,Fighting,Major,Student involved in fighting during sports period,Class Teacher Seema Chowdhury,Verbal Warning,False,False,False,False
BEH_INST_001_000051,STU_INST_001_0051,2025-05-08,Incomplete Homework,Moderate,Student involved in incomplete homework during assembly,Principal Laksh Mitra,Behavior Contract,True,False,True,False
BEH_INST_001_000052,STU_INST_001_0051,2025-06-17,Verbal Abuse,Major,Student involved in verbal abuse during assembly,Class Teacher Aarav Vyas,Written Warning,True,True,True,False
BEH_INST_001_000053,STU_INST_001_0051,2025-08-02,Cheating in Exam,Major,Student involved in cheating in exam during class hours,Principal Ravi Pillai,Community Service,True,True,False,False
BEH_INST_001_000054,STU_INST_001_0054,2025-06-19,Fighting,Major,Student involved in fighting during class hours,Discipline Incharge Vivaan Desai,Apology Letter,False,False,True,True
BEH_INST_001_000055,STU_INST_001_0054,2025-07-19,Cheating in Exam,Major,Student involved in cheating in exam during assembly,Class Teacher Ravi Chaturvedi,Behavior Contract,False,True,False,False
BEH_INST_001_000056,STU_INST_001_0054,2025-05-10,Mobile Phone Usage,Severe,Student involved in mobile phone usage during sports period,Class Teacher Aditya Kulkarni,After School Detention,False,True,True,False
BEH_INST_001_000057,STU_INST_001_0054,2025-06-15,Damage to Property,Severe,Student involved in damage to property during class hours,Class Teacher Advait Dave,Suspension,False,True,True,False
BEH_INST_001_000058,STU_INST_001_0055,2025-06-09,Fighting,Minor,Student involved in fighting during break time,Discipline Incharge Vinod Parikh,Suspension,False,True,True,True
BEH_INST_001_000059,STU_INST_001_0055,2025-06-02,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during sports period,Subject Teacher Rahul Vyas,Written Warning,False,True,True,False
BEH_INST_001_000060,STU_INST_001_0055,2025-05-19,Disrespect to Teacher,Major,Student involved in disrespect to teacher during break time,Principal Aarohi Ganguly,Suspension,True,True,False,False
BEH_INST_001_000061,STU_INST_001_0056,2025-07-29,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during sports period,Principal Manisha Kale,Community Service,True,True,True,False
BEH_INST_001_000062,STU_INST_001_0057,2025-06-29,Classroom Disruption,Major,Student involved in classroom disruption during break time,Class Teacher Diya Chopra,Verbal Warning,True,False,True,False
BEH_INST_001_000063,STU_INST_001_0057,2025-07-04,Damage to Property,Moderate,Student involved in damage to property during sports period,Subject Teacher Rahul Bhatia,Apology Letter,False,False,True,False
BEH_INST_001_000064,STU_INST_001_0058,2025-03-28,Disrespect to Teacher,Major,Student involved in disrespect to teacher during assembly,Discipline Incharge Anika Agarwal,Verbal Warning,True,True,False,False
BEH_INST_001_000065,STU_INST_001_0058,2025-05-24,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during assembly,Subject Teacher Deepak Saha,Written Warning,False,True,False,False
BEH_INST_001_000066,STU_INST_001_0058,2025-04-01,Bunking Classes,Severe,Student involved in bunking classes during assembly,Class Teacher Kiara Chowdhury,Counseling,False,False,False,False
BEH_INST_001_000067,STU_INST_001_0058,2025-06-20,Bunking Classes,Minor,Student involved in bunking classes during break time,Discipline Incharge Shriya Sethi,Behavior Contract,True,True,True,False
BEH_INST_001_000068,STU_INST_001_0059,2025-05-19,Incomplete Homework,Severe,Student involved in incomplete homework during assembly,Principal Vihaan Menon,Written Warning,True,True,True,False
BEH_INST_001_000069,STU_INST_001_0059,2025-04-01,Verbal Abuse,Moderate,Student involved in verbal abuse during assembly,Discipline Incharge Aditya Bhat,Community Service,False,False,False,True
BEH_INST_001_000070,STU_INST_001_0059,2025-04-03,Mobile Phone Usage,Moderate,Student involved in mobile phone usage during sports period,Class Teacher Kavita Srivastava,Suspension,True,False,True,False
BEH_INST_001_000071,STU_INST_001_0059,2025-09-04,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during class hours,Class Teacher Ira Shetty,Verbal Warning,True,False,True,False
BEH_INST_001_000072,STU_INST_001_0060,2025-07-08,Verbal Abuse,Severe,Student involved in verbal abuse during assembly,Discipline Incharge Rajesh More,After School Detention,True,False,False,False
BEH_INST_001_000073,STU_INST_001_0060,2025-06-10,Fighting,Moderate,Student involved in fighting during assembly,Discipline Incharge Anil Singh,Counseling,False,False,True,True
BEH_INST_001_000074,STU_INST_001_0060,2025-06-17,Incomplete Homework,Minor,Student involved in incomplete homework during sports period,Subject Teacher Navya Dubey,After School Detention,True,False,True,False
BEH_INST_001_000075,STU_INST_001_0061,2025-03-30,Damage to Property,Moderate,Student involved in damage to property during assembly,Subject Teacher Ira Raman,Behavior Contract,False,True,False,False
BEH_INST_001_000076,STU_INST_001_0067,2025-03-20,Late Coming,Major,Student involved in late coming during break time,Subject Teacher Shalini Iyer,Counseling,True,False,True,False
BEH_INST_001_000077,STU_INST_001_0067,2025-06-08,Uniform Violation,Moderate,Student involved in uniform violation during sports period,Class Teacher Aryan Arora,Apology Letter,True,True,False,False
BEH_INST_001_000078,STU_INST_001_0067,2025-08-02,Incomplete Homework,Major,Student involved in incomplete homework during sports period,Principal Priya Hegde,Written Warning,False,True,False,False
BEH_INST_001_000079,STU_INST_001_0071,2025-08-02,Fighting,Major,Student involved in fighting during class hours,Subject Teacher Riyansh Vyas,Written Warning,False,False,True,True
BEH_INST_001_000080,STU_INST_001_0071,2025-07-16,Damage to Property,Moderate,Student involved in damage to property during break time,Class Teacher Amit Saxena,Suspension,False,False,True,False
BEH_INST_001_000081,STU_INST_001_0072,2025-06-26,Late Coming,Moderate,Student involved in late coming during sports period,Principal Arnav Desai,Parent Meeting,True,True,False,False
BEH_INST_001_000082,STU_INST_001_0073,2025-06-19,Damage to Property,Minor,Student involved in damage to property during break time,Subject Teacher Diya Tiwari,Behavior Contract,False,True,False,False
BEH_INST_001_000083,STU_INST_001_0076,2025-05-02,Classroom Disruption,Severe,Student involved in classroom disruption during assembly,Discipline Incharge Riyansh Bose,Parent Meeting,True,True,False,False
BEH_INST_001_000084,STU_INST_001_0076,2025-08-25,Uniform Violation,Major,Student involved in uniform violation during break time,Discipline Incharge Kavya Hegde,Counseling,False,False,False,False
BEH_INST_001_000085,STU_INST_001_0077,2025-08-23,Incomplete Homework,Moderate,Student involved in incomplete homework during sports period,Principal Vinod Patel,Parent Meeting,True,False,False,False
BEH_INST_001_000086,STU_INST_001_0077,2025-04-14,Incomplete Homework,Severe,Student involved in incomplete homework during assembly,Principal Vikram Biswas,Verbal Warning,False,True,True,False
BEH_INST_001_000087,STU_INST_001_0078,2025-09-09,Mobile Phone Usage,Severe,Student involved in mobile phone usage during break time,Class Teacher Om Jadhav,Verbal Warning,False,False,True,False
BEH_INST_001_000088,STU_INST_001_0078,2025-06-19,Late Coming,Minor,Student involved in late coming during class hours,Principal Aarohi Chowdhury,After School Detention,False,True,True,False
BEH_INST_001_000089,STU_INST_001_0078,2025-05-21,Mobile Phone Usage,Moderate,Student involved in mobile phone usage during assembly,Discipline Incharge Rekha Krishnan,After School Detention,True,False,True,False
BEH_INST_001_000090,STU_INST_001_0079,2025-06-11,Uniform Violation,Major,Student involved in uniform violation during class hours,Class Teacher Rashmi Kar,Behavior Contract,True,False,True,False
BEH_INST_001_000091,STU_INST_001_0079,2025-07-27,Fighting,Moderate,Student involved in fighting during class hours,Class Teacher Aarohi Pal,Suspension,False,True,True,True
BEH_INST_001_000092,STU_INST_001_0083,2025-06-24,Bunking Classes,Major,Student involved in bunking classes during sports period,Discipline Incharge Sana Vyas,Counseling,True,True,True,False
BEH_INST_001_000093,STU_INST_001_0083,2025-04-22,Late Coming,Minor,Student involved in late coming during class hours,Principal Sunita Saxena,Behavior Contract,False,True,True,False
BEH_INST_001_000094,STU_INST_001_0083,2025-09-14,Classroom Disruption,Severe,Student involved in classroom disruption during break time,Subject Teacher Seema Bose,Counseling,True,True,True,False
BEH_INST_001_000095,STU_INST_001_0084,2025-06-28,Fighting,Minor,Student involved in fighting during break time,Subject Teacher Laksh Chopra,Written Warning,False,False,False,True
BEH_INST_001_000096,STU_INST_001_0084,2025-08-18,Uniform Violation,Minor,Student involved in uniform violation during sports period,Subject Teacher Rekha Bhatt,Behavior Contract,True,False,False,False
BEH_INST_001_000097,STU_INST_001_0084,2025-07-10,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during class hours,Principal Zara Suthar,Parent Meeting,False,True,True,False
BEH_INST_001_000098,STU_INST_001_0085,2025-03-19,Bullying,Minor,Student involved in bullying during break time,Subject Teacher Kavita More,Behavior Contract,True,False,False,True
BEH_INST_001_000099,STU_INST_001_0085,2025-04-06,Classroom Disruption,Minor,Student involved in classroom disruption during sports period,Class Teacher Yash Bhattacharya,Written Warning,True,False,False,False
BEH_INST_001_000100,STU_INST_001_0085,2025-09-06,Damage to Property,Moderate,Student involved in damage to property during break time,Principal Ishaan Kale,Apology Letter,True,True,True,False
BEH_INST_001_000101,STU_INST_001_0086,2025-04-13,Verbal Abuse,Minor,Student involved in verbal abuse during break time,Discipline Incharge Khushi Singhal,After School Detention,False,False,True,True
BEH_INST_001_000102,STU_INST_001_0086,2025-06-19,Incomplete Homework,Moderate,Student involved in incomplete homework during break time,Subject Teacher Sai Saha,Parent Meeting,False,True,True,False
BEH_INST_001_000103,STU_INST_001_0086,2025-03-27,Bullying,Severe,Student involved in bullying during class hours,Class Teacher Kiara Kamath,Verbal Warning,True,False,False,True
BEH_INST_001_000104,STU_INST_001_0088,2025-06-07,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during sports period,Principal Arya Mandal,Verbal Warning,False,False,False,False
BEH_INST_001_000105,STU_INST_001_0088,2025-04-01,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during assembly,Principal Ravi Iyer,Verbal Warning,False,False,False,False
BEH_INST_001_000106,STU_INST_001_0088,2025-09-15,Uniform Violation,Minor,Student involved in uniform violation during class hours,Discipline Incharge Riyansh Singhal,Written Warning,True,False,False,False
BEH_INST_001_000107,STU_INST_001_0089,2025-07-22,Verbal Abuse,Minor,Student involved in verbal abuse during sports period,Discipline Incharge Vivaan Roy,Verbal Warning,True,False,True,False
BEH_INST_001_000108,STU_INST_001_0089,2025-08-12,Cheating in Exam,Moderate,Student involved in cheating in exam during assembly,Discipline Incharge Deepika Kamath,After School Detention,True,True,False,False
BEH_INST_001_000109,STU_INST_001_0089,2025-06-28,Cheating in Exam,Major,Student involved in cheating in exam during class hours,Class Teacher Advait Deshpande,Suspension,True,False,True,False
BEH_INST_001_000110,STU_INST_001_0089,2025-08-18,Bunking Classes,Major,Student involved in bunking classes during sports period,Principal Atharv Reddy,Suspension,False,False,False,False
BEH_INST_001_000111,STU_INST_001_0090,2025-07-30,Bunking Classes,Moderate,Student involved in bunking classes during assembly,Class Teacher Anjali Sarkar,Counseling,False,True,True,False
BEH_INST_001_000112,STU_INST_001_0092,2025-03-05,Incomplete Homework,Minor,Student involved in incomplete homework during assembly,Discipline Incharge Vikram Sen,Community Service,False,False,False,False
BEH_INST_001_000113,STU_INST_001_0095,2025-04-22,Mobile Phone Usage,Minor,Student involved in mobile phone usage during sports period,Class Teacher Aditi Thakkar,Parent Meeting,False,True,True,False
BEH_INST_001_000114,STU_INST_001_0095,2025-06-17,Classroom Disruption,Moderate,Student involved in classroom disruption during assembly,Discipline Incharge Reyansh Dutta,Suspension,False,False,True,False
BEH_INST_001_000115,STU_INST_001_0095,2025-03-09,Verbal Abuse,Severe,Student involved in verbal abuse during sports period,Class Teacher Arnav Kulkarni,After School Detention,False,False,True,False
BEH_INST_001_000116,STU_INST_001_0095,2025-04-11,Cheating in Exam,Severe,Student involved in cheating in exam during break time,Discipline Incharge Akash Vyas,Suspension,True,False,False,False
BEH_INST_001_000117,STU_INST_001_0096,2025-03-15,Bunking Classes,Severe,Student involved in bunking classes during sports period,Discipline Incharge Advait Mishra,Parent Meeting,False,True,True,False
BEH_INST_001_000118,STU_INST_001_0097,2025-03-22,Fighting,Minor,Student involved in fighting during class hours,Principal Veer Kulkarni,After School Detention,False,True,True,True
BEH_INST_001_000119,STU_INST_001_0098,2025-08-12,Verbal Abuse,Moderate,Student involved in verbal abuse during class hours,Discipline Incharge Navya Kar,After School Detention,False,True,False,False
BEH_INST_001_000120,STU_INST_001_0098,2025-07-06,Damage to Property,Minor,Student involved in damage to property during sports period,Discipline Incharge Laksh Rao,Written Warning,False,True,True,False
BEH_INST_001_000121,STU_INST_001_0100,2025-04-03,Bullying,Severe,Student involved in bullying during break time,Discipline Incharge Yogesh Kale,Verbal Warning,True,False,False,False
BEH_INST_001_000122,STU_INST_001_0101,2025-05-12,Late Coming,Severe,Student involved in late coming during class hours,Discipline Incharge Kavya Chaturvedi,Verbal Warning,True,True,True,False
BEH_INST_001_000123,STU_INST_001_0101,2025-07-27,Classroom Disruption,Minor,Student involved in classroom disruption during sports period,Principal Arjit Banerjee,After School Detention,True,True,True,False
BEH_INST_001_000124,STU_INST_001_0102,2025-04-01,Classroom Disruption,Severe,Student involved in classroom disruption during class hours,Class Teacher Raj Dubey,Written Warning,False,False,True,False
BEH_INST_001_000125,STU_INST_001_0102,2025-05-03,Uniform Violation,Major,Student involved in uniform violation during class hours,Subject Teacher Amit Chaturvedi,Apology Letter,False,True,False,False
BEH_INST_001_000126,STU_INST_001_0103,2025-04-02,Damage to Property,Major,Student involved in damage to property during break time,Discipline Incharge Om Goel,Apology Letter,True,False,False,False
BEH_INST_001_000127,STU_INST_001_0104,2025-06-25,Incomplete Homework,Severe,Student involved in incomplete homework during class hours,Subject Teacher Ravi Jain,Behavior Contract,True,False,False,False
BEH_INST_001_000128,STU_INST_001_0105,2025-05-17,Uniform Violation,Moderate,Student involved in uniform violation during assembly,Class Teacher Aryan Pal,After School Detention,False,True,False,False
BEH_INST_001_000129,STU_INST_001_0105,2025-04-10,Bunking Classes,Severe,Student involved in bunking classes during class hours,Subject Teacher Sunita Mehta,Counseling,True,False,False,False
BEH_INST_001_000130,STU_INST_001_0106,2025-08-07,Bullying,Moderate,Student involved in bullying during class hours,Class Teacher Zara Banerjee,Written Warning,True,True,False,False
BEH_INST_001_000131,STU_INST_001_0106,2025-05-06,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during class hours,Principal Ishika Pillai,Suspension,True,True,True,False
BEH_INST_001_000132,STU_INST_001_0107,2025-05-16,Bunking Classes,Major,Student involved in bunking classes during assembly,Class Teacher Pooja Malhotra,Behavior Contract,True,False,False,False
BEH_INST_001_000133,STU_INST_001_0107,2025-06-10,Late Coming,Minor,Student involved in late coming during break time,Principal Anjali Goyal,Verbal Warning,False,False,False,False
BEH_INST_001_000134,STU_INST_001_0108,2025-05-08,Bullying,Minor,Student involved in bullying during sports period,Class Teacher Saanvi Patel,Verbal Warning,False,True,True,True
BEH_INST_001_000135,STU_INST_001_0108,2025-09-07,Classroom Disruption,Moderate,Student involved in classroom disruption during sports period,Discipline Incharge Dev Kamath,Written Warning,False,True,False,False
BEH_INST_001_000136,STU_INST_001_0108,2025-08-05,Damage to Property,Moderate,Student involved in damage to property during break time,Principal Shalini Suthar,Apology Letter,False,False,True,False
BEH_INST_001_000137,STU_INST_001_0108,2025-03-01,Late Coming,Major,Student involved in late coming during sports period,Class Teacher Raj Mondal,Written Warning,True,True,True,False
BEH_INST_001_000138,STU_INST_001_0109,2025-05-21,Incomplete Homework,Major,Student involved in incomplete homework during sports period,Principal Aarohi Joshi,After School Detention,False,False,True,False
BEH_INST_001_000139,STU_INST_001_0109,2025-08-14,Cheating in Exam,Severe,Student involved in cheating in exam during class hours,Subject Teacher Sana Biswas,Suspension,False,False,False,False
BEH_INST_001_000140,STU_INST_001_0109,2025-03-16,Classroom Disruption,Major,Student involved in classroom disruption during assembly,Principal Raj Dutta,Counseling,False,True,False,False
BEH_INST_001_000141,STU_INST_001_0109,2025-04-16,Classroom Disruption,Severe,Student involved in classroom disruption during class hours,Class Teacher Shweta Sarkar,Behavior Contract,True,False,True,False
BEH_INST_001_000142,STU_INST_001_0109,2025-03-24,Uniform Violation,Moderate,Student involved in uniform violation during assembly,Discipline Incharge Atharv Kulkarni,Suspension,True,False,True,False
BEH_INST_001_000143,STU_INST_001_0112,2025-04-24,Uniform Violation,Minor,Student involved in uniform violation during sports period,Principal Ankit Pillai,Behavior Contract,True,False,True,False
BEH_INST_001_000144,STU_INST_001_0113,2025-03-11,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during assembly,Principal Aadhya Arora,Verbal Warning,False,True,False,False
BEH_INST_001_000145,STU_INST_001_0113,2025-07-09,Mobile Phone Usage,Moderate,Student involved in mobile phone usage during break time,Discipline Incharge Manoj Saxena,After School Detention,True,False,False,False
BEH_INST_001_000146,STU_INST_001_0113,2025-04-14,Verbal Abuse,Severe,Student involved in verbal abuse during sports period,Discipline Incharge Atharv Bansal,Community Service,True,False,True,True
BEH_INST_001_000147,STU_INST_001_0114,2025-08-09,Bullying,Moderate,Student involved in bullying during assembly,Principal Navya Kumar,Community Service,True,True,True,False
BEH_INST_001_000148,STU_INST_001_0116,2025-06-10,Damage to Property,Severe,Student involved in damage to property during break time,Principal Nitin Chakraborty,Parent Meeting,False,False,False,False
BEH_INST_001_000149,STU_INST_001_0117,2025-08-13,Fighting,Moderate,Student involved in fighting during break time,Principal Krishna Pandey,Community Service,True,True,False,False
BEH_INST_001_000150,STU_INST_001_0117,2025-03-26,Incomplete Homework,Moderate,Student involved in incomplete homework during sports period,Discipline Incharge Ravi Mathur,Parent Meeting,True,True,False,False
BEH_INST_001_000151,STU_INST_001_0118,2025-05-22,Uniform Violation,Major,Student involved in uniform violation during class hours,Discipline Incharge Om Deshpande,Community Service,False,True,False,False
BEH_INST_001_000152,STU_INST_001_0120,2025-07-11,Late Coming,Moderate,Student involved in late coming during assembly,Class Teacher Isha Bhatt,Community Service,False,True,False,False
BEH_INST_001_000153,STU_INST_001_0122,2025-05-27,Damage to Property,Major,Student involved in damage to property during assembly,Principal Ananya Kamath,After School Detention,True,False,False,False
BEH_INST_001_000154,STU_INST_001_0122,2025-07-08,Incomplete Homework,Moderate,Student involved in incomplete homework during assembly,Principal Meera More,Verbal Warning,True,False,True,False
BEH_INST_001_000155,STU_INST_001_0126,2025-08-15,Damage to Property,Moderate,Student involved in damage to property during assembly,Discipline Incharge Arjun Subramanian,After School Detention,True,True,True,False
BEH_INST_001_000156,STU_INST_001_0128,2025-08-17,Fighting,Minor,Student involved in fighting during class hours,Discipline Incharge Kavya Deshpande,Parent Meeting,True,True,False,True
BEH_INST_001_000157,STU_INST_001_0128,2025-07-23,Fighting,Major,Student involved in fighting during class hours,Discipline Incharge Aarav Sethi,Counseling,False,True,False,True
BEH_INST_001_000158,STU_INST_001_0129,2025-07-20,Verbal Abuse,Moderate,Student involved in verbal abuse during assembly,Discipline Incharge Priya Nair,Parent Meeting,False,True,True,False
BEH_INST_001_000159,STU_INST_001_0130,2025-07-11,Uniform Violation,Severe,Student involved in uniform violation during assembly,Class Teacher Vinod Jadhav,Apology Letter,True,False,False,False
BEH_INST_001_000160,STU_INST_001_0131,2025-05-02,Bullying,Major,Student involved in bullying during sports period,Discipline Incharge Aditi Reddy,Apology Letter,True,False,False,True
